ID_REF	Type	TLR4_1	TLR4_2	TLR4_3	TLR4_4	C13orf18_1	C113orf18_2	CDC14B_1	CDC14B_2	DAB2_1	DAB2_2	DAB2_3	DDAH2_1	DDAH2_2	DDAH2_3	EPB41L4B_1	EPB41L4B_2	H2AFJ_1	H2AFJ_2	KIAA0372_1	KIAA0372_2	PHF20_1	PHF20_2	SHANK2_1	SHANK2_2	TMCC1_1	TMCC1_2	TMEPAI_1	TMEPAI_2	TMEPAI_3	TXNDC9_1	TXNDC9_2	ZNF148_1	ZNF148_2	PHACTR2_1	PHACTR2_2	ANP32E_1	ANP32E_2	EIF5A_1	EIF5A_2	RABEP1_1	RABEP1_2	TFAP2A_1	TFAP2A_2	TMF1_1	TMF1_2	WARS_1	WARS_2
GSM335550	MSS	3.620762536	4.634998835	4.189672638	3.763300013	3.384596424	1.811235463	6.468973541	6.299621771	6.369524564	6.629672414	6.378154369	6.794456504	7.064267605	6.995340961	10.09873117	6.997115705	7.318476638	10.11093161	6.211968749	6.804077837	7.281316892	8.17953664	5.678896753	6.023992454	6.73667566	6.281103946	5.779292099	6.19518341	6.551272647	7.371975232	7.792613913	8.293352592	7.740523044	6.531146771	6.18656257	5.803146931	9.609606907	6.567945992	6.297797187	6.051843752	4.293798732	5.766248202	4.463126512	6.158415984	5.526307912	5.719007365	7.813710488
GSM335551	MSI	3.18255237	3.412406866	3.389226986	1.223203381	3.670454921	4.437540078	6.020183756	5.856941514	6.404574193	7.178437402	6.811708624	7.153495984	7.183612831	7.314502614	9.218759888	6.566716886	3.042826591	8.266546115	6.219306479	6.905583843	6.860352967	7.42989325	4.142611671	3.95184623	5.548891127	5.046761919	6.844872776	7.377977538	7.722120576	6.675134197	7.143154518	7.350244696	7.619507735	6.871599924	7.47980207	7.673890765	9.943557473	10.52441266	10.9843347	6.723428359	5.06196094	4.700046662	3.618036682	5.308053512	6.003175134	6.633263824	8.74250296
GSM335552	MSS	1.556748123	1.83371928	3.982186269	3.229122017	5.048291153	5.968967455	6.434186138	6.545068675	7.406983712	10.02263688	8.678321534	7.359714748	7.215896457	7.254154665	9.818676348	5.484974418	6.693864265	8.73617782	6.126199688	7.838630533	8.540799481	8.484550653	5.630168739	5.051211886	7.03253968	5.455139122	8.250391253	8.657047045	7.645067515	7.005753391	7.162256194	9.192607184	7.28455632	7.42382804	7.975199122	7.016813491	9.654441718	7.330265202	5.23453216	5.29307818	5.072460813	3.202020299	3.847731864	5.627612242	6.329101688	3.19522767	7.548448397
GSM335553	MSS	3.510795728	3.825214748	4.172660906	3.215973337	10.51300506	10.94395968	7.282973005	7.882431913	6.165498641	8.127687577	7.030008961	7.863866269	7.954829288	8.035586589	10.63924564	6.073512222	6.654577156	9.33578065	6.879364897	7.666581036	8.792914259	9.277953977	8.929611921	6.741375389	7.929311998	5.982833781	10.15482476	10.26450998	10.52836272	7.275041805	8.680815013	9.268865963	7.697868626	8.155761366	8.666919833	4.512742453	8.183744495	8.462727523	6.245752199	4.351548231	4.775562907	2.470526874	4.482390546	5.971891776	6.040049596	2.314754633	7.05636739
GSM335554	MSS	2.213867364	4.687315696	5.508974266	3.073329945	10.30987871	10.38686751	5.803322722	5.629801369	6.129730618	7.290876306	6.737283712	7.559356601	7.469812722	7.569250853	10.0960458	7.043336058	5.227359322	9.018034445	7.097505843	8.452965141	7.398018831	9.126051533	6.458195912	6.714840784	6.267347137	6.892040018	8.317367212	10.0850615	10.22373472	8.522388446	8.890232623	8.007544854	7.761749219	6.945742479	7.357190722	5.98443672	8.850071333	8.085642351	8.225925078	5.331975142	4.140614658	3.644585469	4.374664578	5.740404967	6.430601635	6.135363931	7.929009986
GSM335555	MSI	-0.544309066	3.179302942	3.967801386	0.211574755	4.71062064	4.768936258	5.365703437	4.774389334	5.376614357	5.083204336	5.87208398	5.835261185	6.033878387	6.082634723	9.609606907	6.919289429	3.702082958	6.799783673	6.980392173	7.918030825	6.77194174	7.481450036	5.001263625	5.575903595	5.826038054	5.873206646	5.397977393	6.038385849	5.678896753	6.851303991	6.608428682	6.887613973	5.337670371	5.575362887	6.079372101	8.08134081	10.14536493	10.1320403	10.89451423	6.768838287	5.357003388	7.737430271	4.57859777	5.72759196	6.306539139	8.234002758	9.637946581
GSM335556	MSS	0.800288032	4.750563465	4.637659536	3.922681915	9.731592084	9.840228444	6.210313156	5.649845749	7.118276581	7.230874737	7.203050337	8.434599805	8.129650302	8.599368755	9.530721356	6.974075882	5.509645041	9.815538159	7.134944862	8.258521003	7.801489711	8.558126134	5.374791162	6.928229334	6.878319858	6.942991904	9.031297308	9.946844476	10.13333652	8.648174169	9.160372977	7.935550788	7.323512524	7.775450527	8.098734969	6.829577239	9.146548117	9.180971734	10.06014582	5.472613561	4.644824707	6.890038108	3.551713424	6.107438306	6.140283553	5.514704418	7.39892194
GSM335557	MSS	3.492289283	4.737583967	4.637039075	3.172107694	9.959330344	10.30501242	6.487232063	6.540290712	7.245087216	7.114015502	7.703031008	7.180127063	6.913090161	7.511784452	9.668157523	7.593367173	5.25418616	9.662294848	6.746937922	7.439032629	8.647245858	9.701312751	6.649624402	7.316560645	6.295340642	6.498750972	7.464277842	9.038116682	8.712865254	8.279109538	8.606481929	7.393730192	6.837534537	7.738417656	7.667773072	7.241895525	9.40839572	8.005769501	8.106012605	6.041158015	5.414979623	3.630860416	1.364241026	6.018329145	6.648672511	6.439398228	7.552626723
GSM335558	MSS	3.609376579	4.450022865	3.928007693	4.026658655	10.19397619	10.27525865	5.386240659	5.573241796	7.393518624	7.725533205	7.563823583	6.523061533	6.598007184	6.933301842	9.884581204	7.191818235	6.756770806	9.844321274	7.434324722	7.958970754	7.808297939	8.732580532	5.095311033	5.799498931	6.733509885	7.122565017	7.629138854	8.817536817	8.989245832	8.261403837	8.50619126	7.68461429	7.251532834	7.817061645	7.964510514	6.610124497	9.134586657	7.568985699	7.679436567	5.670959258	4.225435155	2.618342829	3.924823991	5.396701566	5.944434096	6.033878387	7.355024558
GSM335559	MSI	-0.124436128	3.06658533	2.934754842	-0.980476372	4.822732639	4.715326833	4.865382976	5.273585766	6.816337789	6.696641125	7.17083977	6.401134977	6.382163054	6.192504389	8.872050771	6.725218164	-0.16737747	6.131994096	5.630359681	7.189552684	6.480804784	7.298591098	4.942019466	5.705254575	5.428691984	5.829526455	5.719750011	6.281285721	5.39998002	7.294486965	7.445914729	7.063429126	6.079197693	6.522444597	7.178658317	7.614123107	9.338657755	10.26729429	11.14205159	7.242314764	4.628108913	6.597209647	4.577504976	6.405680849	6.874742551	8.433483102	9.747112862
GSM335560	MSI	-0.122886981	3.872146069	1.203406919	3.265530545	8.354618289	8.471871333	4.345427757	3.964752833	4.862942432	4.810639219	5.885277925	6.138481383	6.143250204	6.285383198	9.442348731	6.403993117	-0.143267322	4.634998835	6.001369947	7.537391619	6.929470415	7.856295694	3.571885641	4.448316032	5.837597758	5.195058209	5.882185741	6.464426033	6.197488681	6.62852646	7.322369148	6.828765885	5.041162384	6.108884923	5.869898419	7.681813993	9.55436062	10.70599802	11.42732382	5.881195434	5.269689885	4.19735733	4.074751972	6.034499745	6.495498642	7.90989256	9.713702659
GSM335561	MSS	3.813176229	5.356839447	5.579772058	4.886666989	9.087259311	9.353055964	6.239435647	6.035616511	7.698983302	8.071077624	8.14118022	7.420391113	7.458201034	7.733146606	10.09222591	7.348923438	6.02238173	9.688134219	7.477470079	8.311462227	7.168378504	8.4259667	5.459146754	6.04702927	6.972145327	7.075799882	8.940363617	9.200434655	9.786582438	8.330891412	8.492334786	7.755324396	6.979505431	6.827163056	7.543608285	5.424524075	8.30723702	8.132373407	8.137771032	6.105449546	4.606754713	-0.722224408	1.341748687	5.601863896	6.075705788	6.489211627	7.884498738
GSM335562	MSI	3.141375571	4.120867567	4.171987071	2.785338042	8.412371349	8.83220024	5.987926117	5.983894939	4.810639219	4.623663483	5.439127826	7.043981195	7.292484742	7.22476108	9.962648551	7.628379919	4.347565069	8.204653396	6.214369782	6.833095381	6.474029399	7.587924106	4.129157316	4.813730037	6.022568917	6.461306122	5.68587622	6.798253986	6.181269704	7.3657697	7.78548109	6.906035685	5.77842888	6.412187002	6.956788962	7.639943534	9.774491784	10.49068358	11.08468727	7.001614556	5.137090529	7.588427808	2.361998479	5.875342558	6.319978923	7.70438294	8.755501043
GSM335563	MSI	2.748941341	4.778600074	5.42054961	4.836706031	5.948944485	5.894143192	2.393540948	3.310418736	6.907356893	6.703485719	7.571019046	6.808065023	6.593980425	6.494742901	8.813319715	5.420915893	4.289040319	8.277048649	6.201196048	7.925779227	6.633083605	7.971589143	5.374077426	5.427518688	6.563592203	6.454696465	7.059305917	8.260983736	8.502008217	6.589306137	6.891429605	7.006328788	5.1742321	5.278460524	6.288007365	5.068821457	8.115571061	8.794336072	8.352889741	6.464991226	5.376215511	6.630613581	4.334769094	5.823511376	6.697234068	6.669561779	9.21607342
GSM335564	MSS	3.022375581	1.931148818	3.768843699	0.118795852	8.073227307	8.47261632	5.78468225	5.581843798	7.079689651	8.479592444	7.9004513	7.993058853	7.882147916	8.170445832	9.002726038	5.799138942	4.689705214	8.184686551	6.994680521	7.921936603	7.612545508	8.676489374	4.871099035	5.342661459	5.948400633	5.538165891	10.0378381	10.56797233	9.604126364	7.868163866	8.17375858	8.273278032	7.035717378	7.024454093	7.591465366	6.715845668	9.420208338	7.118903661	5.398263915	5.117559949	3.785117374	3.809872996	4.168269133	5.751690752	5.367839754	6.443017636	8.248320211
GSM335565	MSI	2.944729768	4.094761889	4.030010758	2.330296913	4.038494179	4.516965035	4.57609175	4.372583403	5.586294742	5.975875438	5.885597277	6.602125045	6.394953788	6.264188902	9.06726667	6.808272738	4.7506847	8.014624454	6.057037512	7.448446149	5.810436469	7.709835627	4.116397423	4.694960406	5.589489554	6.142679875	5.894344548	6.881336638	6.757544987	7.338091648	7.178658317	6.467074522	5.504973958	6.127858255	6.315643714	8.029231969	9.782655812	8.711082365	9.820846391	7.074777583	5.085535923	7.231991782	4.308863267	5.505353007	6.79527337	10.19825815	11.13279514
GSM335566	MSI	3.983750813	5.586860783	5.903684246	4.482990742	8.122446866	8.538251231	6.200267072	6.133103421	7.259134187	7.436424443	7.316776469	5.94909586	6.060890738	6.274130953	9.275208503	6.948390475	2.255711568	7.413901897	6.235412356	7.618702259	6.164761282	7.768671057	4.928011907	5.97055262	6.244639194	6.380431235	6.764718013	7.237850686	7.528161665	7.315437987	7.500407328	6.799433086	5.780671456	6.128980681	6.745587025	7.637053305	9.748098987	9.811814397	10.66054691	6.367799285	4.334330297	6.986792263	3.776936314	6.294428146	6.954558027	7.546083075	8.268314089
GSM335567	MSS	5.463870549	5.202647334	6.252649496	5.090020417	9.745239431	10.25077071	6.144374968	5.936960266	7.948426126	8.730136672	8.394648283	7.515840527	7.631939477	7.942429212	10.00124397	6.99508996	5.913469039	9.35080448	7.051272368	7.843283864	7.710337517	9.285825487	5.440574499	5.49734944	6.869354265	6.770920962	8.911757729	9.583642945	10.08630792	8.672325127	9.058314858	8.2773575	7.205750155	7.416115149	7.961929675	6.790793179	9.340133199	8.824917667	8.977070326	4.990024227	4.88076523	3.201509461	2.435184701	5.782924702	5.981242207	6.145121686	7.882147916
GSM335568	MSS	4.946652014	5.71106597	5.876936555	4.005971718	10.05502534	10.28142596	6.409931238	6.25934283	9.693810022	9.40839572	9.679643503	7.532783183	7.614837537	7.799858469	10.47253832	8.275351967	5.781992634	9.464351528	6.62852646	7.925779227	6.967268742	8.213307961	4.815174651	6.317349498	6.229563981	6.740598723	8.050055908	9.462783474	9.648460203	8.273278032	8.449059917	7.787966473	7.285704101	7.212581309	7.517498737	5.589318109	8.59853549	7.480504168	7.990241402	5.396341168	3.767128799	3.775853726	0.473476781	5.920931327	6.691135513	6.907189384	7.877506375
GSM335569	MSS	0.921109945	3.163574056	-0.797132374	1.7217649	8.252444888	8.865608554	6.359039552	6.45974094	6.462945619	8.188913327	7.507221318	7.817061645	7.757085518	7.891651311	9.623764311	6.489020132	5.991251782	10.05242747	7.661271324	8.264551392	8.3550246	9.06787924	5.654802908	5.617086756	6.326544053	5.798944284	7.531837145	8.13589723	7.391051761	8.050666399	8.198800661	8.268675058	7.471528012	7.65152611	8.282227133	6.394773487	9.084201376	9.579182203	9.719232127	5.830612856	5.569143579	1.632467518	3.885828116	5.448707233	5.484096309	6.491317161	8.275732231
GSM335570	MSS	3.013827631	2.845982542	4.054459724	3.186646547	7.332292298	7.756797554	6.392916588	6.119643577	6.18593853	7.69393927	7.117264648	5.866750931	5.892423877	6.238650343	9.296124841	6.473320228	4.710951306	9.829835357	7.458498825	8.13589723	6.895783848	8.019969892	5.656702883	5.8412375	6.565594401	6.785025034	6.053996591	7.66503189	7.341819805	8.248668331	8.78009006	8.077309438	7.576337518	7.808862413	8.038965118	7.061781908	9.298975372	8.898520735	8.896953601	6.697966282	4.897561571	1.846938574	1.98070085	6.119094074	6.699796931	6.643936067	9.094936759
GSM335571	MSS	3.463456652	4.780881237	5.196574416	3.60029778	9.559330752	10.04643697	5.973167286	5.562314474	5.709791466	5.815408785	6.575816494	7.323512524	7.236110607	7.491762158	10.35418215	8.066577316	6.012580446	9.978819855	6.809091777	8.111119744	7.393518624	8.811890817	5.913277133	6.43380859	6.338646939	6.50928542	9.52487239	10.36776292	10.04530742	8.82192173	9.076172371	8.098041319	7.711942045	7.8577059	8.091661724	8.138422488	9.418025156	9.241270119	9.586552344	6.130845139	5.151220892	3.543011663	2.033191484	5.204015174	5.818379281	6.626762348	7.662998501
GSM335572	MSS	4.62759624	4.856185383	4.744250634	0.199276735	8.860731522	8.434226603	7.092819758	6.900745466	8.06160451	8.625454125	8.359674446	6.652033127	6.952230942	7.026525877	9.477147235	6.682650045	4.853345487	9.710752695	7.055484034	6.866134551	7.649999699	8.385001796	5.754946158	6.030292532	6.754768694	6.840675408	5.709976706	6.989011443	6.455243876	7.615669635	7.678006908	8.221391741	7.800655961	7.445402719	6.772138729	4.835592899	8.144417359	9.12353402	9.643107043	6.204632634	4.48971662	6.750638473	4.500921145	6.048561635	5.324373148	6.384140616	8.174422961
GSM335573	MSI	3.103649834	4.283432937	3.186882961	3.007465323	7.530037211	7.173916818	6.434353552	6.515458934	6.911364071	7.420853516	7.297898928	9.595504991	9.277345412	9.763251965	9.013485294	6.032923592	6.201196048	8.582316553	6.645875166	7.253751606	7.038474086	7.740995953	5.196245364	6.376150309	6.480975117	6.372177644	7.567962733	8.436851452	7.312233562	7.29472069	7.672823472	8.338434786	6.97446579	7.110466538	7.289380111	6.068174363	9.029022572	7.031211408	6.099645259	5.451813709	4.382595995	-1.026361845	0.805558426	7.015184568	6.974075882	7.285704101	8.73303913
GSM335574	MSI	4.179733295	4.130662318	4.653739043	3.485577407	4.517895119	4.89132773	4.238119571	3.915946198	6.155102749	7.208209061	7.044201091	5.193024238	5.315772604	5.559339926	6.917676713	4.174734099	4.609979626	7.844550375	6.177192271	6.940002217	6.965662444	7.691796137	2.975238251	3.041842622	5.851994306	6.177392383	8.932288015	9.069612855	9.473059678	8.081961154	8.295055661	7.226360657	6.067308017	6.705330483	7.269700206	6.953519824	10.49253762	9.174444782	9.746222884	6.593642112	4.548995019	8.110811647	5.071326265	6.258230799	6.885718264	10.72151205	11.86609288
GSM335575	MSS	3.287042564	3.439385546	1.993748852	1.915601692	8.14118022	8.125803503	6.035425975	5.870436755	6.613346886	8.098734969	7.845661348	8.313527359	8.232635632	8.521960637	8.989245832	5.694046846	4.851753954	8.430411043	6.499698636	7.507221318	7.872850526	8.601166094	4.627261943	5.647358013	5.218559926	6.061857482	9.914650779	10.57945088	9.510936627	7.252461239	7.680494527	8.420947538	6.917894201	7.12237292	7.055691796	6.127495307	9.233113347	7.033346883	5.652852958	5.843668712	5.063879406	4.655731508	5.135555622	5.826192323	5.144559377	6.886113706	8.013153798
GSM335576	MSI	-0.468700879	3.644585469	3.902687123	2.323592894	6.898088902	6.891625026	4.473574843	4.36939901	6.478149958	6.888458786	7.125775379	5.779292099	5.92196326	6.629851576	8.938751536	6.472143809	2.983610803	6.613730624	6.381600484	6.908157031	6.808865135	7.490062502	5.109391451	5.265357667	5.837788287	6.041498269	5.958910859	6.833824514	6.948190189	6.667631177	6.902168777	7.519406886	5.632750827	4.729375234	5.404650157	6.743819927	9.412838839	9.365887799	10.23110319	6.587310098	4.84822274	4.079367962	4.328421409	6.312995528	6.361904659	7.299766653	9.282210654
GSM335577	MSI	3.687185777	4.685153289	4.823229462	3.459976161	5.350155402	5.217834247	4.929078849	4.72439099	4.752958966	5.030632768	5.900441297	7.350698754	7.115978924	7.180366027	9.503405451	6.704295166	4.050353256	8.451796922	6.467074522	7.342047985	6.489636668	7.747614722	3.567058947	4.7365352	6.203703449	6.442815848	6.984048202	8.149831719	7.744186309	6.217683354	6.329646671	6.210139014	5.106731993	6.397726144	6.062740119	6.776008769	9.732514814	9.357762015	9.918996535	6.507884962	5.016799431	6.120028051	5.13880551	6.236668681	6.652819032	7.905009141	9.808745613
GSM335578	MSI	3.955200172	4.466596643	3.138302337	3.022136489	9.068999292	8.94682072	5.705608605	4.771482175	6.922030725	6.704493809	7.375534591	6.585581433	6.558035137	6.823476029	10.06119436	7.255888657	5.397574652	10.14414117	6.319978923	7.179098507	7.251532834	7.915390712	4.31994361	4.587536324	6.243545476	6.204434844	6.276014846	6.967486411	6.122187738	7.258634993	7.715344481	7.098796734	5.912554183	5.498202571	6.342118012	7.733433977	9.707941483	9.806657607	9.946844476	7.076026904	4.468110646	5.987926117	1.017045408	6.225416781	6.894256904	6.564720381	8.268314089
GSM335579	MSS	3.551109476	4.82010556	5.01495333	3.379198773	7.442773529	7.841850827	6.260658933	6.309843096	6.654985282	7.277008817	7.093888129	6.979009618	6.878319858	7.177516974	9.818676348	6.918114565	5.164401969	9.237140919	6.901581514	8.206558548	6.747135048	7.894967319	6.457087489	7.022789075	7.137174419	6.738693182	7.02341029	7.445171398	7.946069213	8.229658819	8.431625117	7.741254129	7.109825787	6.739613733	7.085941734	6.007409188	9.061890089	9.186953945	9.810731533	6.278874414	4.720294555	6.103773869	3.363779127	5.653579217	6.35072337	6.239838799	8.023876516
GSM335580	MSS	3.454019748	4.518364053	4.238534302	4.174039853	7.868163866	7.706262496	5.245285455	5.11604976	8.519092333	8.164087448	8.538615803	9.09018331	8.791866659	9.199824402	8.24016285	5.024484	5.347564374	8.467771791	5.940264685	6.801563497	6.890651439	8.357505141	5.163709491	6.023305963	6.014552689	6.416454389	7.370030595	8.329451006	8.03083219	7.742274977	7.842987211	7.642785656	6.097909243	7.008875149	7.491511032	5.682790495	9.334503528	8.286467988	8.08685158	6.189368481	4.457802626	4.455267988	4.173910686	6.019447138	6.665317221	6.583890081	8.250062361
GSM335581	MSS	5.308053512	5.357857542	5.283151729	3.349216729	5.687621553	5.331645401	6.638429426	6.636439157	6.188629716	5.47655623	6.258799519	6.991833314	6.805085216	6.975635138	10.50930242	7.837746276	5.62556994	9.099776266	6.562149752	6.956980396	7.3422679	8.11780031	5.313530113	6.143250204	6.588102953	6.74964189	6.493423603	6.881922239	6.594903462	7.349121494	7.758231811	8.089097536	6.361734137	6.01402822	6.803334769	4.244149148	7.92640431	6.769273002	5.792983388	5.661953021	2.789187446	5.68833256	4.423707149	5.673813795	5.998804182	7.840193684	10.2614351
GSM335582	MSS	5.997137218	5.721853544	6.101631173	5.272233246	10.3005251	9.673738024	7.046480011	6.692301807	8.807422036	9.080347066	9.058314858	9.310906958	9.180297197	9.412084475	9.461161166	7.214330118	6.946978652	10.63716618	6.429305492	6.744188148	7.706854538	8.935546715	5.174403279	6.343343917	6.454145897	7.179933965	9.029022572	10.18243821	9.597283758	7.953729566	8.13932325	8.276448194	7.210802318	7.914452614	7.411183875	5.809098157	7.377977538	8.55129024	9.708947232	5.334335457	4.663770573	1.342649869	2.949170121	5.979761785	6.049502237	6.109084856	8.068927868
GSM335583	MSS	5.200773439	5.259661361	5.188103207	4.195698058	8.19344892	8.077571514	6.351070115	6.402449182	6.741757283	7.351651677	6.953288411	7.195910021	6.960268991	7.07329119	10.7236252	8.778227228	6.611070367	10.58327251	7.095112671	7.771033933	6.941209015	8.126093651	4.623183264	5.932288352	6.278286287	7.129828527	7.379456075	8.62498269	8.408003315	8.70411633	9.007456937	8.117483267	7.510088133	7.00182394	7.063037546	6.314529631	8.277662318	8.244157652	9.35080448	6.303913865	4.998173895	2.949422323	3.20299795	5.589489554	6.443940782	6.830014715	8.208257531
GSM335584	MSS	1.826122182	5.150200096	2.980088344	1.109135141	8.94916155	8.127687577	6.81828487	6.45974094	7.017234313	6.562558984	6.720476863	8.53510148	8.348173189	8.468135353	9.912214983	7.478162129	6.48020887	10.4818941	6.768211882	6.236485594	7.112540148	7.857974548	5.495392881	6.984864639	6.457819963	6.773092129	8.429277087	9.972899049	9.218446408	7.990545349	8.371550136	7.762281323	6.95740924	7.593367173	7.223276004	5.490012379	8.060050544	7.848743019	8.482075559	5.046761919	4.493238871	5.648763436	2.381915586	5.905330745	5.953787993	7.278170316	7.937446482
GSM335585	MSI	0.257991062	1.882032481	4.234722637	-1.619059391	5.879370771	5.971514689	5.091962813	4.876770658	5.187609384	5.701754933	5.411256894	5.835821971	6.237842589	6.229206171	8.906853331	5.533149008	3.353857883	6.693308963	6.401134977	7.201062565	7.309624581	8.432028344	3.863733827	4.856185383	5.38304294	5.500675703	5.771766894	6.520886436	6.149723098	6.449605495	7.039526174	6.86349436	4.73698307	5.77120415	5.905330745	7.512035295	10.6927678	10.04157981	10.28142596	6.358158701	4.769694641	7.066159937	5.399797103	6.317522648	6.159330055	6.520695206	9.253270939
GSM335586	MSS	5.978618595	6.976274772	6.235412356	4.325302537	7.745200831	7.557861587	6.12578599	5.596932449	9.79469032	9.628851366	9.869953166	7.295220125	7.338091648	7.456733179	10.68886638	8.25887155	5.944097965	9.487625022	7.266683057	7.891171273	7.20515307	7.152045869	5.756240475	7.000154997	6.133103421	6.490928649	7.615092161	8.276116734	7.329803042	7.460876743	7.980978429	7.522634869	6.810731073	7.233251946	6.868941884	5.066980404	7.85854639	7.483667994	7.796502073	6.349567118	4.129988679	0.590771043	4.318598857	6.257517533	6.210863499	6.476680297	7.994584384
GSM335587	MSS	2.458861438	4.315029067	2.45616676	1.960087141	9.08534482	8.486557022	5.614145083	6.010992627	6.639795909	6.670136409	6.831667203	6.819700991	6.470649889	6.733929933	9.914650779	7.446134844	6.251223848	9.813567418	6.716864438	7.240121501	7.268808629	7.674693191	4.167972763	5.848640041	5.591960442	6.383760323	6.472975802	7.219646724	6.442404562	7.600355592	8.07198945	6.85049946	6.332824477	6.702905485	6.94364439	5.852218295	8.577205154	8.539527192	9.506521407	6.666100914	5.014610383	5.192723693	5.219922986	6.243208953	6.27925039	7.993942639	9.52396171
GSM335588	MSS	4.368202815	4.980031387	5.781428728	3.783182491	9.503405451	8.960129382	6.149723098	5.595848008	7.896076791	7.810244383	7.486913099	8.458416915	8.083514043	8.741532028	9.198521744	6.754182339	5.565904841	8.440597253	6.747306777	6.946573313	7.753665664	7.736124197	5.510328233	6.997522926	6.381018432	6.690060797	9.842188592	9.815538159	9.67881394	8.07198945	8.373336065	7.565327979	6.966847835	7.868163866	7.157117523	5.183148224	9.403852247	9.058314858	10.33843058	5.457900442	3.656767474	0.522475807	3.198451932	6.145121686	5.804733448	7.119615922	7.919740582
GSM335589	MSS	3.404366464	4.585518643	3.848522223	-1.325423338	9.539007563	8.885520248	6.63283742	6.307291331	7.277008817	6.922739447	7.475433781	6.993397109	7.341124631	7.058449045	10.36611946	8.093572387	5.529316589	9.806657607	6.989011443	5.848640041	7.867875967	8.327162429	3.793507744	6.650431475	5.194727118	6.860352967	7.45874795	8.640654718	7.364621306	7.549255434	8.397228482	7.603864227	6.909185726	7.902652684	7.473275601	5.127488361	7.800918071	9.381233725	10.32267051	6.132906783	3.718963259	0.369030361	3.594513911	5.630168739	5.426382303	6.629672414	8.356922989
GSM335590	MSS	3.071355062	3.38563178	2.391728909	0.133016532	8.944751049	8.501251353	4.478744703	4.673772114	7.784105925	7.870399263	7.84847877	7.800123987	7.824298313	8.027973661	10.1147112	7.867548733	4.955627787	8.376450113	6.66897339	7.297898928	7.598623759	7.600355592	5.358878591	6.593442461	5.573598551	6.098495746	7.268588834	7.075175252	6.874509967	7.800396694	8.374500079	7.280427065	7.067909822	7.538148107	6.841835868	5.453054996	7.974614113	9.147846282	9.924741911	5.787752007	4.701191955	5.969154391	5.509645041	5.575534962	6.179975743	7.254361811	8.782810034
GSM335591	MSS	6.096661622	6.660269353	7.018674484	4.720294555	8.007544854	7.719292514	5.922822005	5.671562591	7.550258436	7.392578216	7.31195191	7.022592926	7.062646774	7.263795688	10.97135732	8.850548085	6.939158048	10.18819536	6.401134977	7.092360244	7.281316892	7.955439055	3.764345508	4.524785191	6.828765885	7.514184477	8.990946784	9.914650779	9.740248019	8.33735087	8.678818723	6.718354342	6.572977723	7.37577079	7.268141126	6.384140616	9.083581275	7.639156606	8.493135532	6.298522157	4.548518213	2.968941422	1.02548157	6.412810845	7.202434469	7.354774332	8.291176219
GSM335592	MSS	2.880961915	4.107312964	3.715748096	1.356949474	10.34155261	10.30661111	6.82574237	6.584835501	6.470839733	6.683401384	7.050392779	8.901259805	8.301013611	8.911238668	9.574766854	6.951584559	6.149312941	9.680642789	6.089859224	6.89101805	7.845958551	8.414231102	6.108525014	6.369699181	6.492684639	6.308210632	9.010876555	9.848539652	9.435555695	8.595978468	9.011359131	7.522393902	7.237850686	8.271528143	8.103097771	6.359227369	9.451699838	8.008845209	8.276729057	5.386775496	4.798447717	-0.586979012	1.811834775	6.069129155	6.303715797	6.681489446	8.246265813
GSM335593	MSS	1.424031391	4.00774154	5.760261327	4.296777409	8.919648137	9.049016223	5.865130342	5.704027123	8.224580853	8.469406027	8.665574571	6.30746972	6.545272138	6.477230042	10.14813904	7.203659725	5.029914883	10.52836272	6.64982765	7.482234237	7.118903661	7.706020983	4.451724038	6.16422507	6.511774935	5.852957312	8.110139943	8.544062673	8.226250578	8.04566256	8.438605	7.714815626	7.219034543	7.613853772	7.492016242	6.17185836	8.262871852	9.036854414	9.697568575	5.898207548	4.79501204	5.752789441	5.794025151	6.262716213	6.02996506	6.598007184	8.268314089
GSM335594	MSS	2.440737046	4.125217283	4.730925259	2.636134289	7.618702259	7.58719382	6.306539139	6.582604924	5.799138942	6.150315498	5.99288622	6.805674603	7.444473494	7.148033902	10.38686751	7.534953835	6.726003443	10.42300965	6.329276796	7.253335477	7.738175425	8.9221362	6.051485394	6.987773461	5.860988784	6.272057801	9.605003916	10.06243496	9.954737404	7.841580048	8.345240798	7.720029862	7.043981195	6.766276593	7.918936097	6.14286323	9.025446337	7.459006626	7.21455698	6.3267236	5.361068195	3.432669747	1.949835887	5.547332107	5.418578824	6.810544179	7.870399263
GSM335595	MSI	0.691108789	0.001876491	4.464054031	-0.361423368	3.318234232	3.301240372	3.615761617	-0.984228794	5.249380604	5.554990899	6.431539678	6.550695073	6.6904655	6.983422402	8.440597253	5.750200844	3.541631829	9.155339385	6.64450772	6.285767395	7.72790782	8.349658029	5.248515372	3.929385581	5.648606921	5.651418727	6.590484466	6.498377521	6.080424928	5.192574787	6.480706089	6.470482492	5.543059971	5.964681082	7.205360942	6.546572548	9.2195197	10.19397619	11.03317848	6.471963969	4.897714953	6.465919295	6.524373393	5.700327493	5.917452049	7.953137139	10.01085494
