Country Code,Indicator Code,Year 2010
BOL,TM.VAL.AGRI.ZS.UN,0.685259997
BOL,TX.VAL.AGRI.ZS.UN,1.084324979
BIH,AG.AGR.TRAC.NO,NA
BIH,AG.CON.FERT.PT.ZS,NA
BIH,AG.CON.FERT.ZS,NA
BIH,AG.LND.AGRI.K2,21440
BIH,AG.LND.AGRI.ZS,42.03921569
BIH,AG.LND.ARBL.HA,1004000
BIH,AG.LND.ARBL.HA.PC,0.261055261
BIH,AG.LND.ARBL.ZS,19.68627451
BIH,AG.LND.CREL.HA,286769
BIH,AG.LND.CROP.ZS,2.058823529
BIH,AG.LND.FRST.K2,21850
BIH,AG.LND.FRST.ZS,42.84313725
BIH,AG.LND.IRIG.AG.ZS,NA
BIH,AG.LND.PRCP.MM,NA
BIH,AG.LND.TOTL.K2,51000
BIH,AG.LND.TRAC.ZS,NA
BIH,AG.PRD.CROP.XD,92.22
BIH,AG.PRD.FOOD.XD,105.2
BIH,AG.PRD.LVSK.XD,126.21
BIH,AG.SRF.TOTL.K2,51210
BIH,AG.YLD.CREL.KG,3853
BIH,EA.PRD.AGRI.KD,22894.56912
BIH,NV.AGR.TOTL.ZS,7.599480386
BIH,SH.H2O.SAFE.RU.ZS,98
BIH,SI.POV.RUGP,NA
BIH,SI.POV.RUHC,NA
BIH,SL.AGR.EMPL.ZS,19.70000076
BIH,SP.RUR.TOTL,2010151.71
BIH,SP.RUR.TOTL.ZG,-1.137108326
BIH,SP.RUR.TOTL.ZS,52.267
BIH,TM.VAL.AGRI.ZS.UN,1.562658938
BIH,TX.VAL.AGRI.ZS.UN,5.887805455
BWA,AG.AGR.TRAC.NO,NA
BWA,AG.CON.FERT.PT.ZS,NA
BWA,AG.CON.FERT.ZS,NA
BWA,AG.LND.AGRI.K2,258610
BWA,AG.LND.AGRI.ZS,45.63195878
BWA,AG.LND.ARBL.HA,259000
BWA,AG.LND.ARBL.HA.PC,0.131516076
BWA,AG.LND.ARBL.ZS,0.457007746
BWA,AG.LND.CREL.HA,134740
BWA,AG.LND.CROP.ZS,0.003529017
BWA,AG.LND.FRST.K2,113510
BWA,AG.LND.FRST.ZS,20.02893794
BWA,AG.LND.IRIG.AG.ZS,0.00290012
BWA,AG.LND.PRCP.MM,NA
BWA,AG.LND.TOTL.K2,566730
BWA,AG.LND.TRAC.ZS,NA
BWA,AG.PRD.CROP.XD,89.28
BWA,AG.PRD.FOOD.XD,123.81
BWA,AG.PRD.LVSK.XD,131.05
BWA,AG.SRF.TOTL.K2,581730
BWA,AG.YLD.CREL.KG,373.6
BWA,EA.PRD.AGRI.KD,NA
BWA,NV.AGR.TOTL.ZS,NA
BWA,SH.H2O.SAFE.RU.ZS,92
BWA,SI.POV.RUGP,NA
BWA,SI.POV.RUHC,NA
BWA,SL.AGR.EMPL.ZS,NA
BWA,SP.RUR.TOTL,768495.9384
BWA,SP.RUR.TOTL.ZG,-0.957881512
BWA,SP.RUR.TOTL.ZS,39.023
BWA,TM.VAL.AGRI.ZS.UN,0.825926034
BWA,TX.VAL.AGRI.ZS.UN,0.190303723
BRA,AG.AGR.TRAC.NO,NA
BRA,AG.CON.FERT.PT.ZS,341.0621586
BRA,AG.CON.FERT.ZS,NA
BRA,AG.LND.AGRI.K2,2734210
BRA,AG.LND.AGRI.ZS,32.32148303
BRA,AG.LND.ARBL.HA,70321000
BRA,AG.LND.ARBL.HA.PC,0.360232286
BRA,AG.LND.ARBL.ZS,8.312744845
BRA,AG.LND.CREL.HA,18600469
BRA,AG.LND.CROP.ZS,0.83930104
BRA,AG.LND.FRST.K2,5195220
BRA,AG.LND.FRST.ZS,61.41343024
BRA,AG.LND.IRIG.AG.ZS,NA
BRA,AG.LND.PRCP.MM,NA
BRA,AG.LND.TOTL.K2,8459420
BRA,AG.LND.TRAC.ZS,NA
BRA,AG.PRD.CROP.XD,126.5
BRA,AG.PRD.FOOD.XD,123.89
BRA,AG.PRD.LVSK.XD,116.59
BRA,AG.SRF.TOTL.K2,8514880
BRA,AG.YLD.CREL.KG,4040.8
BRA,EA.PRD.AGRI.KD,4705.834866
BRA,NV.AGR.TOTL.ZS,5.304226816
BRA,SH.H2O.SAFE.RU.ZS,85
BRA,SI.POV.RUGP,NA
BRA,SI.POV.RUHC,NA
BRA,SL.AGR.EMPL.ZS,NA
BRA,SP.RUR.TOTL,30579670.62
BRA,SP.RUR.TOTL.ZG,-1.013633466
BRA,SP.RUR.TOTL.ZS,15.665
BRA,TM.VAL.AGRI.ZS.UN,1.311285817
BRA,TX.VAL.AGRI.ZS.UN,3.935644997
BRN,AG.AGR.TRAC.NO,NA
BRN,AG.CON.FERT.PT.ZS,NA
BRN,AG.CON.FERT.ZS,NA
BRN,AG.LND.AGRI.K2,114
BRN,AG.LND.AGRI.ZS,2.163187856
BRN,AG.LND.ARBL.HA,3000
BRN,AG.LND.ARBL.HA.PC,0.007489346
BRN,AG.LND.ARBL.ZS,0.569259962
BRN,AG.LND.CREL.HA,1848
BRN,AG.LND.CROP.ZS,0.948766603
BRN,AG.LND.FRST.K2,3800
BRN,AG.LND.FRST.ZS,72.10626186
BRN,AG.LND.IRIG.AG.ZS,NA
BRN,AG.LND.PRCP.MM,NA
BRN,AG.LND.TOTL.K2,5270
BRN,AG.LND.TRAC.ZS,NA
BRN,AG.PRD.CROP.XD,90.44
BRN,AG.PRD.FOOD.XD,113.7
BRN,AG.PRD.LVSK.XD,120.26
BRN,AG.SRF.TOTL.K2,5770
BRN,AG.YLD.CREL.KG,580.1
BRN,EA.PRD.AGRI.KD,80205.69636
BRN,NV.AGR.TOTL.ZS,0.759829576
BRN,SH.H2O.SAFE.RU.ZS,NA
BRN,SI.POV.RUGP,NA
BRN,SI.POV.RUHC,NA
BRN,SL.AGR.EMPL.ZS,NA
BRN,SP.RUR.TOTL,97750.85307
BRN,SP.RUR.TOTL.ZG,-0.137494136
BRN,SP.RUR.TOTL.ZS,24.403
BRN,TM.VAL.AGRI.ZS.UN,NA
BRN,TX.VAL.AGRI.ZS.UN,NA
BGR,AG.AGR.TRAC.NO,NA
BGR,AG.CON.FERT.PT.ZS,84.99539978
BGR,AG.CON.FERT.ZS,NA
BGR,AG.LND.AGRI.K2,50520
BGR,AG.LND.AGRI.ZS,46.53647752
BGR,AG.LND.ARBL.HA,3183000
BGR,AG.LND.ARBL.HA.PC,0.42246853
BGR,AG.LND.ARBL.ZS,29.3201916
BGR,AG.LND.CREL.HA,1946170
BGR,AG.LND.CROP.ZS,1.538319823
BGR,AG.LND.FRST.K2,39270
BGR,AG.LND.FRST.ZS,36.17354458
BGR,AG.LND.IRIG.AG.ZS,1.781472684
BGR,AG.LND.PRCP.MM,NA
BGR,AG.LND.TOTL.K2,108560
BGR,AG.LND.TRAC.ZS,NA
BGR,AG.PRD.CROP.XD,111.63
BGR,AG.PRD.FOOD.XD,109.9
BGR,AG.PRD.LVSK.XD,93.81
BGR,AG.SRF.TOTL.K2,111000
BGR,AG.YLD.CREL.KG,3663.6
BGR,EA.PRD.AGRI.KD,13573.12021
BGR,NV.AGR.TOTL.ZS,4.901198413
BGR,SH.H2O.SAFE.RU.ZS,100
BGR,SI.POV.RUGP,NA
BGR,SI.POV.RUHC,NA
BGR,SL.AGR.EMPL.ZS,6.800000191
BGR,SP.RUR.TOTL,2070121.246
BGR,SP.RUR.TOTL.ZG,-2.365081198
BGR,SP.RUR.TOTL.ZS,27.476
BGR,TM.VAL.AGRI.ZS.UN,1.058395179
BGR,TX.VAL.AGRI.ZS.UN,1.36709282
BFA,AG.AGR.TRAC.NO,NA
BFA,AG.CON.FERT.PT.ZS,NA
BFA,AG.CON.FERT.ZS,NA
BFA,AG.LND.AGRI.K2,120650
BFA,AG.LND.AGRI.ZS,44.09722222
BFA,AG.LND.ARBL.HA,6000000
BFA,AG.LND.ARBL.HA.PC,0.38609333
BFA,AG.LND.ARBL.ZS,21.92982456
BFA,AG.LND.CREL.HA,4291499
BFA,AG.LND.CROP.ZS,0.237573099
BFA,AG.LND.FRST.K2,56490
BFA,AG.LND.FRST.ZS,20.64692982
BFA,AG.LND.IRIG.AG.ZS,NA
BFA,AG.LND.PRCP.MM,NA
BFA,AG.LND.TOTL.K2,273600
BFA,AG.LND.TRAC.ZS,NA
BFA,AG.PRD.CROP.XD,118.07
BFA,AG.PRD.FOOD.XD,123.42
BFA,AG.PRD.LVSK.XD,112.93
BFA,AG.SRF.TOTL.K2,274220
BFA,AG.YLD.CREL.KG,1062.7
BFA,EA.PRD.AGRI.KD,334.3911235
BFA,NV.AGR.TOTL.ZS,35.35397058
BFA,SH.H2O.SAFE.RU.ZS,73
BFA,SI.POV.RUGP,NA
BFA,SI.POV.RUHC,NA
BFA,SL.AGR.EMPL.ZS,NA
BFA,SP.RUR.TOTL,11551559.31
BFA,SP.RUR.TOTL.ZG,1.802337216
BFA,SP.RUR.TOTL.ZS,74.333
BFA,TM.VAL.AGRI.ZS.UN,0.742460113
BFA,TX.VAL.AGRI.ZS.UN,55.87996914
BDI,AG.AGR.TRAC.NO,NA
BDI,AG.CON.FERT.PT.ZS,NA
BDI,AG.CON.FERT.ZS,NA
BDI,AG.LND.AGRI.K2,22700
BDI,AG.LND.AGRI.ZS,88.39563863
BDI,AG.LND.ARBL.HA,920000
BDI,AG.LND.ARBL.HA.PC,0.099645252
BDI,AG.LND.ARBL.ZS,35.82554517
BDI,AG.LND.CREL.HA,237000
BDI,AG.LND.CROP.ZS,15.57632399
BDI,AG.LND.FRST.K2,1720
BDI,AG.LND.FRST.ZS,6.697819315
BDI,AG.LND.IRIG.AG.ZS,NA
BDI,AG.LND.PRCP.MM,NA
BDI,AG.LND.TOTL.K2,25680
BDI,AG.LND.TRAC.ZS,NA
BDI,AG.PRD.CROP.XD,110.73
BDI,AG.PRD.FOOD.XD,113.52
BDI,AG.PRD.LVSK.XD,115.81
BDI,AG.SRF.TOTL.K2,27830
BDI,AG.YLD.CREL.KG,1321.5
BDI,EA.PRD.AGRI.KD,120.2415381
BDI,NV.AGR.TOTL.ZS,35.1482676
BDI,SH.H2O.SAFE.RU.ZS,71
BDI,SI.POV.RUGP,NA
BDI,SI.POV.RUHC,NA
BDI,SL.AGR.EMPL.ZS,NA
BDI,SP.RUR.TOTL,8250203.426
BDI,SP.RUR.TOTL.ZG,3.088017025
BDI,SP.RUR.TOTL.ZS,89.358
BDI,TM.VAL.AGRI.ZS.UN,1.441523842
BDI,TX.VAL.AGRI.ZS.UN,4.895825572
KHM,AG.AGR.TRAC.NO,NA
KHM,AG.CON.FERT.PT.ZS,NA
KHM,AG.CON.FERT.ZS,NA
KHM,AG.LND.AGRI.K2,56550
KHM,AG.LND.AGRI.ZS,32.03602991
KHM,AG.LND.ARBL.HA,4000000
KHM,AG.LND.ARBL.HA.PC,0.278455915
KHM,AG.LND.ARBL.ZS,22.66032178
KHM,AG.LND.CREL.HA,3106832
KHM,AG.LND.CROP.ZS,0.878087469
KHM,AG.LND.FRST.K2,100940
KHM,AG.LND.FRST.ZS,57.183322
KHM,AG.LND.IRIG.AG.ZS,NA
KHM,AG.LND.PRCP.MM,NA
KHM,AG.LND.TOTL.K2,176520
KHM,AG.LND.TRAC.ZS,NA
KHM,AG.PRD.CROP.XD,160.33
KHM,AG.PRD.FOOD.XD,148.16
KHM,AG.PRD.LVSK.XD,94.01
KHM,AG.SRF.TOTL.K2,181040
KHM,AG.YLD.CREL.KG,2902.8
KHM,EA.PRD.AGRI.KD,499.4739984
KHM,NV.AGR.TOTL.ZS,36.01958712
KHM,SH.H2O.SAFE.RU.ZS,58
KHM,SI.POV.RUGP,NA
KHM,SI.POV.RUHC,NA
KHM,SL.AGR.EMPL.ZS,54.20000076
KHM,SP.RUR.TOTL,11518663.57
KHM,SP.RUR.TOTL.ZG,1.388845959
KHM,SP.RUR.TOTL.ZS,80.186
KHM,TM.VAL.AGRI.ZS.UN,1.635700974
KHM,TX.VAL.AGRI.ZS.UN,2.286783839
CMR,AG.AGR.TRAC.NO,NA
CMR,AG.CON.FERT.PT.ZS,NA
CMR,AG.CON.FERT.ZS,NA
CMR,AG.LND.AGRI.K2,96000
CMR,AG.LND.AGRI.ZS,20.30843435
CMR,AG.LND.ARBL.HA,6200000
CMR,AG.LND.ARBL.HA.PC,0.300615637
CMR,AG.LND.ARBL.ZS,13.11586385
CMR,AG.LND.CREL.HA,1717616
CMR,AG.LND.CROP.ZS,2.961646676
CMR,AG.LND.FRST.K2,199160
CMR,AG.LND.FRST.ZS,42.13153942
CMR,AG.LND.IRIG.AG.ZS,NA
CMR,AG.LND.PRCP.MM,NA
CMR,AG.LND.TOTL.K2,472710
CMR,AG.LND.TRAC.ZS,NA
CMR,AG.PRD.CROP.XD,143.77
CMR,AG.PRD.FOOD.XD,144.98
CMR,AG.PRD.LVSK.XD,119.34
CMR,AG.SRF.TOTL.K2,475440
CMR,AG.YLD.CREL.KG,1753.5
CMR,EA.PRD.AGRI.KD,NA
CMR,NV.AGR.TOTL.ZS,NA
CMR,SH.H2O.SAFE.RU.ZS,52
CMR,SI.POV.RUGP,NA
CMR,SI.POV.RUHC,NA
CMR,SL.AGR.EMPL.ZS,53.29999924
CMR,SP.RUR.TOTL,10000331.43
CMR,SP.RUR.TOTL.ZG,1.337591374
CMR,SP.RUR.TOTL.ZS,48.488
CMR,TM.VAL.AGRI.ZS.UN,1.574754335
CMR,TX.VAL.AGRI.ZS.UN,14.79536028
CAN,AG.AGR.TRAC.NO,NA
CAN,AG.CON.FERT.PT.ZS,21.02934676
CAN,AG.CON.FERT.ZS,NA
CAN,AG.LND.AGRI.K2,632686
CAN,AG.LND.AGRI.ZS,6.957555443
CAN,AG.LND.ARBL.HA,43397000
CAN,AG.LND.ARBL.HA.PC,1.271649312
CAN,AG.LND.ARBL.ZS,4.772304644
CAN,AG.LND.CREL.HA,13115800
CAN,AG.LND.CROP.ZS,0.552152029
CAN,AG.LND.FRST.K2,3101340
CAN,AG.LND.FRST.ZS,34.10498256
CAN,AG.LND.IRIG.AG.ZS,1.21703341
CAN,AG.LND.PRCP.MM,NA
CAN,AG.LND.TOTL.K2,9093510
CAN,AG.LND.TRAC.ZS,NA
CAN,AG.PRD.CROP.XD,106.58
CAN,AG.PRD.FOOD.XD,107.53
CAN,AG.PRD.LVSK.XD,98.91
CAN,AG.SRF.TOTL.K2,9984670
CAN,AG.YLD.CREL.KG,3480.6
CAN,EA.PRD.AGRI.KD,59818.48838
CAN,NV.AGR.TOTL.ZS,NA
CAN,SH.H2O.SAFE.RU.ZS,99
CAN,SI.POV.RUGP,NA
CAN,SI.POV.RUHC,NA
CAN,SL.AGR.EMPL.ZS,NA
CAN,SP.RUR.TOTL,6636248.33
CAN,SP.RUR.TOTL.ZG,0.734617071
CAN,SP.RUR.TOTL.ZS,19.446
CAN,TM.VAL.AGRI.ZS.UN,1.013810914
CAN,TX.VAL.AGRI.ZS.UN,4.259310622
CPV,AG.AGR.TRAC.NO,NA
CPV,AG.CON.FERT.PT.ZS,NA
CPV,AG.CON.FERT.ZS,NA
CPV,AG.LND.AGRI.K2,750
CPV,AG.LND.AGRI.ZS,18.61042184
CPV,AG.LND.ARBL.HA,47000
CPV,AG.LND.ARBL.HA.PC,0.096390286
CPV,AG.LND.ARBL.ZS,11.66253102
CPV,AG.LND.CREL.HA,32028
CPV,AG.LND.CROP.ZS,0.744416873
CPV,AG.LND.FRST.K2,847.9
CPV,AG.LND.FRST.ZS,21.03970223
CPV,AG.LND.IRIG.AG.ZS,NA
CPV,AG.LND.PRCP.MM,NA
CPV,AG.LND.TOTL.K2,4030
CPV,AG.LND.TRAC.ZS,NA
CPV,AG.PRD.CROP.XD,123.98
CPV,AG.PRD.FOOD.XD,128.4
CPV,AG.PRD.LVSK.XD,130.62
CPV,AG.SRF.TOTL.K2,4030
CPV,AG.YLD.CREL.KG,220
CPV,EA.PRD.AGRI.KD,4654.710571
CPV,NV.AGR.TOTL.ZS,9.931001627
CPV,SH.H2O.SAFE.RU.ZS,85
CPV,SI.POV.RUGP,NA
CPV,SI.POV.RUHC,NA
CPV,SL.AGR.EMPL.ZS,NA
CPV,SP.RUR.TOTL,186102.6737
CPV,SP.RUR.TOTL.ZG,-1.760520496
CPV,SP.RUR.TOTL.ZS,38.167
CPV,TM.VAL.AGRI.ZS.UN,1.308981635
CPV,TX.VAL.AGRI.ZS.UN,NA
CYM,AG.AGR.TRAC.NO,NA
CYM,AG.CON.FERT.PT.ZS,NA
CYM,AG.CON.FERT.ZS,NA
CYM,AG.LND.AGRI.K2,27
CYM,AG.LND.AGRI.ZS,11.25
CYM,AG.LND.ARBL.HA,200
CYM,AG.LND.ARBL.HA.PC,0.003603019
CYM,AG.LND.ARBL.ZS,0.833333333
CYM,AG.LND.CREL.HA,NA
CYM,AG.LND.CROP.ZS,2.083333333
CYM,AG.LND.FRST.K2,127
CYM,AG.LND.FRST.ZS,52.91666667
CYM,AG.LND.IRIG.AG.ZS,NA
CYM,AG.LND.PRCP.MM,NA
CYM,AG.LND.TOTL.K2,240
CYM,AG.LND.TRAC.ZS,NA
CYM,AG.PRD.CROP.XD,104.74
CYM,AG.PRD.FOOD.XD,105.32
CYM,AG.PRD.LVSK.XD,108.27
CYM,AG.SRF.TOTL.K2,264
CYM,AG.YLD.CREL.KG,NA
CYM,EA.PRD.AGRI.KD,NA
CYM,NV.AGR.TOTL.ZS,NA
CYM,SH.H2O.SAFE.RU.ZS,NA
CYM,SI.POV.RUGP,NA
CYM,SI.POV.RUHC,NA
CYM,SL.AGR.EMPL.ZS,NA
CYM,SP.RUR.TOTL,0
CYM,SP.RUR.TOTL.ZG,NA
CYM,SP.RUR.TOTL.ZS,0
CYM,TM.VAL.AGRI.ZS.UN,NA
CYM,TX.VAL.AGRI.ZS.UN,NA
CAF,AG.AGR.TRAC.NO,NA
CAF,AG.CON.FERT.PT.ZS,NA
CAF,AG.CON.FERT.ZS,NA
CAF,AG.LND.AGRI.K2,50800
CAF,AG.LND.AGRI.ZS,8.154354875
CAF,AG.LND.ARBL.HA,1800000
CAF,AG.LND.ARBL.HA.PC,0.413800618
CAF,AG.LND.ARBL.ZS,2.889338342
CAF,AG.LND.CREL.HA,163087
CAF,AG.LND.CROP.ZS,0.128415037
CAF,AG.LND.FRST.K2,226050
CAF,AG.LND.FRST.ZS,36.28527401
CAF,AG.LND.IRIG.AG.ZS,NA
CAF,AG.LND.PRCP.MM,NA
CAF,AG.LND.TOTL.K2,622980
CAF,AG.LND.TRAC.ZS,NA
CAF,AG.PRD.CROP.XD,114.23
CAF,AG.PRD.FOOD.XD,114.19
CAF,AG.PRD.LVSK.XD,115.5
CAF,AG.SRF.TOTL.K2,622980
CAF,AG.YLD.CREL.KG,1465.5
CAF,EA.PRD.AGRI.KD,NA
CAF,NV.AGR.TOTL.ZS,NA
CAF,SH.H2O.SAFE.RU.ZS,51
CAF,SI.POV.RUGP,NA
CAF,SI.POV.RUHC,NA
CAF,SL.AGR.EMPL.ZS,NA
CAF,SP.RUR.TOTL,2660020.191
CAF,SP.RUR.TOTL.ZG,1.686882776
CAF,SP.RUR.TOTL.ZS,61.151
CAF,TM.VAL.AGRI.ZS.UN,2.090555165
CAF,TX.VAL.AGRI.ZS.UN,36.40487308
TCD,AG.AGR.TRAC.NO,NA
TCD,AG.CON.FERT.PT.ZS,NA
TCD,AG.CON.FERT.ZS,NA
TCD,AG.LND.AGRI.K2,495320
TCD,AG.LND.AGRI.ZS,39.3360864
TCD,AG.LND.ARBL.HA,4500000
TCD,AG.LND.ARBL.HA.PC,0.38393346
TCD,AG.LND.ARBL.ZS,3.573697586
TCD,AG.LND.CREL.HA,2549800
TCD,AG.LND.CROP.ZS,0.025412961
TCD,AG.LND.FRST.K2,115250
TCD,AG.LND.FRST.ZS,9.152636595
TCD,AG.LND.IRIG.AG.ZS,NA
TCD,AG.LND.PRCP.MM,NA
TCD,AG.LND.TOTL.K2,1259200
TCD,AG.LND.TRAC.ZS,NA
TCD,AG.PRD.CROP.XD,101.76
TCD,AG.PRD.FOOD.XD,110.37
TCD,AG.PRD.LVSK.XD,112.96
TCD,AG.SRF.TOTL.K2,1284000
TCD,AG.YLD.CREL.KG,843
TCD,EA.PRD.AGRI.KD,NA
TCD,NV.AGR.TOTL.ZS,NA
TCD,SH.H2O.SAFE.RU.ZS,44
TCD,SI.POV.RUGP,NA
TCD,SI.POV.RUHC,NA
TCD,SL.AGR.EMPL.ZS,NA
TCD,SP.RUR.TOTL,9172800.418
TCD,SP.RUR.TOTL.ZG,2.998240365
TCD,SP.RUR.TOTL.ZS,78.261
TCD,TM.VAL.AGRI.ZS.UN,NA
TCD,TX.VAL.AGRI.ZS.UN,NA
CHI,AG.AGR.TRAC.NO,NA
CHI,AG.CON.FERT.PT.ZS,NA
CHI,AG.CON.FERT.ZS,NA
CHI,AG.LND.AGRI.K2,91
CHI,AG.LND.AGRI.ZS,47.89473684
CHI,AG.LND.ARBL.HA,4260
CHI,AG.LND.ARBL.HA.PC,0.02670545
CHI,AG.LND.ARBL.ZS,22.42105263
CHI,AG.LND.CREL.HA,NA
CHI,AG.LND.CROP.ZS,NA
CHI,AG.LND.FRST.K2,8
CHI,AG.LND.FRST.ZS,4.210526316
CHI,AG.LND.IRIG.AG.ZS,3.516483516
CHI,AG.LND.PRCP.MM,NA
CHI,AG.LND.TOTL.K2,190
CHI,AG.LND.TRAC.ZS,NA
CHI,AG.PRD.CROP.XD,NA
CHI,AG.PRD.FOOD.XD,NA
CHI,AG.PRD.LVSK.XD,NA
CHI,AG.SRF.TOTL.K2,190
CHI,AG.YLD.CREL.KG,NA
CHI,EA.PRD.AGRI.KD,NA
CHI,NV.AGR.TOTL.ZS,NA
CHI,SH.H2O.SAFE.RU.ZS,NA
CHI,SI.POV.RUGP,NA
CHI,SI.POV.RUHC,NA
CHI,SL.AGR.EMPL.ZS,NA
CHI,SP.RUR.TOTL,109938.2104
CHI,SP.RUR.TOTL.ZG,0.473350758
CHI,SP.RUR.TOTL.ZS,68.919
CHI,TM.VAL.AGRI.ZS.UN,NA
CHI,TX.VAL.AGRI.ZS.UN,NA
CHL,AG.AGR.TRAC.NO,NA
CHL,AG.CON.FERT.PT.ZS,53.49705882
CHL,AG.CON.FERT.ZS,NA
CHL,AG.LND.AGRI.K2,157430
CHL,AG.LND.AGRI.ZS,21.1732649
CHL,AG.LND.ARBL.HA,1271000
CHL,AG.LND.ARBL.HA.PC,0.074107503
CHL,AG.LND.ARBL.ZS,1.709408606
CHL,AG.LND.CREL.HA,529854
CHL,AG.LND.CROP.ZS,0.614633936
CHL,AG.LND.FRST.K2,162310
CHL,AG.LND.FRST.ZS,21.82959173
CHL,AG.LND.IRIG.AG.ZS,NA
CHL,AG.LND.PRCP.MM,NA
CHL,AG.LND.TOTL.K2,743532
CHL,AG.LND.TRAC.ZS,NA
CHL,AG.PRD.CROP.XD,108.65
CHL,AG.PRD.FOOD.XD,109.15
CHL,AG.PRD.LVSK.XD,108.92
CHL,AG.SRF.TOTL.K2,756096
CHL,AG.YLD.CREL.KG,6735.6
CHL,EA.PRD.AGRI.KD,5946.808177
CHL,NV.AGR.TOTL.ZS,3.448490321
CHL,SH.H2O.SAFE.RU.ZS,75
CHL,SI.POV.RUGP,NA
CHL,SI.POV.RUHC,NA
CHL,SL.AGR.EMPL.ZS,10.60000038
CHL,SP.RUR.TOTL,1896531.041
CHL,SP.RUR.TOTL.ZG,-1.426013157
CHL,SP.RUR.TOTL.ZS,11.058
CHL,TM.VAL.AGRI.ZS.UN,0.653420139
CHL,TX.VAL.AGRI.ZS.UN,5.054767709
CHN,AG.AGR.TRAC.NO,NA
CHN,AG.CON.FERT.PT.ZS,298.6202738
CHN,AG.CON.FERT.ZS,NA
CHN,AG.LND.AGRI.K2,5188014
CHN,AG.LND.AGRI.ZS,55.6206886
CHN,AG.LND.ARBL.HA,111351700
CHN,AG.LND.ARBL.HA.PC,0.083240849
CHN,AG.LND.ARBL.ZS,11.93801372
CHN,AG.LND.CREL.HA,90114701
CHN,AG.LND.CROP.ZS,1.566981092
CHN,AG.LND.FRST.K2,2068606
CHN,AG.LND.FRST.ZS,22.17752114
CHN,AG.LND.IRIG.AG.ZS,NA
CHN,AG.LND.PRCP.MM,NA
CHN,AG.LND.TOTL.K2,9327489.7
CHN,AG.LND.TRAC.ZS,NA
CHN,AG.PRD.CROP.XD,119.97
CHN,AG.PRD.FOOD.XD,119.7
CHN,AG.PRD.LVSK.XD,115.68
CHN,AG.SRF.TOTL.K2,9600000.7
CHN,AG.YLD.CREL.KG,5525.7
CHN,EA.PRD.AGRI.KD,680.860836
CHN,NV.AGR.TOTL.ZS,10.0953195
CHN,SH.H2O.SAFE.RU.ZS,85
CHN,SI.POV.RUGP,NA
CHN,SI.POV.RUHC,NA
CHN,SL.AGR.EMPL.ZS,36.70000076
CHN,SP.RUR.TOTL,679206336.7
CHN,SP.RUR.TOTL.ZG,-2.123496809
CHN,SP.RUR.TOTL.ZS,50.774
CHN,TM.VAL.AGRI.ZS.UN,3.718185611
CHN,TX.VAL.AGRI.ZS.UN,0.456645176
COL,AG.AGR.TRAC.NO,NA
COL,AG.CON.FERT.PT.ZS,245.9653596
COL,AG.CON.FERT.ZS,NA
COL,AG.LND.AGRI.K2,425030
COL,AG.LND.AGRI.ZS,38.30824696
COL,AG.LND.ARBL.HA,1764000
COL,AG.LND.ARBL.HA.PC,0.037980572
COL,AG.LND.ARBL.ZS,1.589905363
COL,AG.LND.CREL.HA,975193
COL,AG.LND.CROP.ZS,1.432176656
COL,AG.LND.FRST.K2,604990
COL,AG.LND.FRST.ZS,54.52816584
COL,AG.LND.IRIG.AG.ZS,NA
COL,AG.LND.PRCP.MM,NA
COL,AG.LND.TOTL.K2,1109500
COL,AG.LND.TRAC.ZS,NA
COL,AG.PRD.CROP.XD,92.18
COL,AG.PRD.FOOD.XD,107.23
COL,AG.PRD.LVSK.XD,116.39
COL,AG.SRF.TOTL.K2,1141750
COL,AG.YLD.CREL.KG,4184
COL,EA.PRD.AGRI.KD,3383.457651
COL,NV.AGR.TOTL.ZS,7.098494593
COL,SH.H2O.SAFE.RU.ZS,72
COL,SI.POV.RUGP,NA
COL,SI.POV.RUHC,49.7
COL,SL.AGR.EMPL.ZS,17.89999962
COL,SP.RUR.TOTL,11601910.54
COL,SP.RUR.TOTL.ZG,0.246910785
COL,SP.RUR.TOTL.ZS,24.98
COL,TM.VAL.AGRI.ZS.UN,1.354500121
COL,TX.VAL.AGRI.ZS.UN,3.505426111
COM,AG.AGR.TRAC.NO,NA
COM,AG.CON.FERT.PT.ZS,NA
COM,AG.CON.FERT.ZS,NA
COM,AG.LND.AGRI.K2,1550
COM,AG.LND.AGRI.ZS,83.28855454
COM,AG.LND.ARBL.HA,82000
COM,AG.LND.ARBL.HA.PC,0.120044329
COM,AG.LND.ARBL.ZS,44.06233208
COM,AG.LND.CREL.HA,21500
COM,AG.LND.CROP.ZS,31.16603976
COM,AG.LND.FRST.K2,30
COM,AG.LND.FRST.ZS,1.612036539
COM,AG.LND.IRIG.AG.ZS,NA
COM,AG.LND.PRCP.MM,NA
COM,AG.LND.TOTL.K2,1861
COM,AG.LND.TRAC.ZS,NA
COM,AG.PRD.CROP.XD,113.17
COM,AG.PRD.FOOD.XD,113.18
COM,AG.PRD.LVSK.XD,113.49
COM,AG.SRF.TOTL.K2,1861
COM,AG.YLD.CREL.KG,1417.8
COM,EA.PRD.AGRI.KD,NA
COM,NV.AGR.TOTL.ZS,NA
COM,SH.H2O.SAFE.RU.ZS,97
COM,SI.POV.RUGP,NA
COM,SI.POV.RUHC,NA
COM,SL.AGR.EMPL.ZS,NA
COM,SP.RUR.TOTL,492023.2443
COM,SP.RUR.TOTL.ZG,2.49143972
