SWC ,X,Y,Z,WI,ER_top,ER_bot,,,,
12.71,251375,4550470,3350.77,10.13,12.7,14.2,,,,
12.72,251375,4550475,3350.77,11.83,12.7,14.2,,,,
12.74,251375,4550480,3350.77,11.68,12.7,14.2,,,,
12.75,251375,4550485,3350.77,10.13,12.7,14.2,,,,
12.76,251375,4550490,3350.77,10.13,12.7,14.2,,,,
12.77,251375,4550495,3350.77,10.13,12.7,14.2,,,,
12.77,251375,4550500,3350.77,11.22,12.7,14.2,,,,
12.77,251375,4550505,3350.77,11.93,12.7,14.2,,,,
12.77,251375,4550510,3350.77,11.67,12.7,14.2,,,,
12.76,251375,4550515,3350.77,14.07,12.7,14.2,,,,
12.76,251375,4550520,3350.77,10.13,12.7,14.2,,,,
12.75,251375,4550525,3350.77,10.13,12.7,14.2,,,,
12.74,251375,4550530,3350.77,10.13,12.7,14.2,,,,
12.72,251375,4550535,3350.77,11.69,12.7,14.2,,,,
12.71,251375,4550540,3350.77,10.13,12.7,14.2,,,,
12.70,251375,4550545,3350.77,10.63,12.7,14.2,,,,
12.68,251375,4550550,3350.52,11.74,12.7,14.2,,,,
12.66,251375,4550555,3350.33,11.50,12.7,14.2,,,,
12.64,251375,4550560,3350.33,14.71,12.7,14.2,,,,
12.63,251375,4550565,3350.33,14.33,12.7,14.2,,,,
12.62,251375,4550570,3350.63,15.05,12.7,14.2,,,,
12.61,251375,4550575,3350.77,10.23,12.7,14.2,,,,
12.60,251375,4550580,3350.77,6.37,12.7,14.2,,,,
12.59,251375,4550585,3350.54,6.49,12.7,14.2,,,,
12.59,251375,4550590,3349.92,11.68,12.7,14.2,,,,
12.59,251375,4550595,3349.91,12.67,12.7,14.2,,,,
12.60,251375,4550600,3349.91,10.13,12.7,14.2,,,,
12.61,251375,4550605,3349.91,10.13,12.7,14.2,,,,
12.63,251375,4550610,3349.91,12.41,13.2,14.9,,,,
12.65,251375,4550615,3349.91,9.15,17.8,21.8,,,,
12.68,251375,4550620,3349.76,7.45,19.4,24.5,,,,
12.71,251375,4550625,3349.14,12.75,25.5,35.4,,,,
12.74,251375,4550630,3349.14,7.45,34.6,39.4,,,,
15.09,251380,4549865,3345.61,10.28,23.8,22.5,,,,
15.20,251380,4549870,3345.61,13.56,23.8,22.5,,,,
15.29,251380,4549875,3345.61,12.72,23.8,22.5,,,,
15.41,251380,4549880,3345.61,11.18,19.9,22.5,,,,
15.53,251380,4549885,3345.76,7.85,18.2,22.5,,,,
15.65,251380,4549890,3346.22,5.61,18.2,22.5,,,,
15.80,251380,4549895,3346.22,7.58,18.2,22.5,,,,
15.89,251380,4549900,3346.22,10.13,18.2,17.6,,,,
15.98,251380,4549905,3346.22,11.45,18.2,17.1,,,,
16.03,251380,4549910,3346.22,11.44,18.2,17.1,,,,
15.98,251380,4549915,3346.22,11.26,18.2,17.1,,,,
15.99,251380,4549920,3346.22,10.13,18.2,17.1,,,,
15.96,251380,4549925,3346.22,7.85,18.2,17.1,,,,
15.95,251380,4549930,3346.22,5.40,18.2,17.1,,,,
15.93,251380,4549935,3345.61,12.14,18.2,17.1,,,,
15.92,251380,4549940,3345.61,14.76,18.2,17.1,,,,
15.91,251380,4549945,3345.61,10.13,18.2,17.1,,,,
15.90,251380,4549950,3345.61,15.29,18.2,17.1,,,,
15.89,251380,4549955,3345.61,10.13,18.2,17.1,,,,
15.87,251380,4549960,3345.61,10.83,18.2,17.1,,,,
15.87,251380,4549965,3345.61,14.02,18.2,17.1,,,,
15.83,251380,4549970,3345.61,10.13,18.2,20.4,,,,
15.82,251380,4549975,3345.61,10.13,18.2,22.5,,,,
15.78,251380,4549980,3345.61,15.96,20.4,22.5,,,,
15.75,251380,4549985,3345.61,15.67,23.1,22.5,,,,
15.70,251380,4549990,3345.61,10.13,23.1,22.5,,,,
15.65,251380,4549995,3345.61,15.58,21.3,22.5,,,,
15.60,251380,4550000,3345.61,10.13,18.2,22.5,,,,
15.52,251380,4550005,3345.61,15.05,18.2,22.5,,,,
15.48,251380,4550010,3345.61,14.62,18.2,22.5,,,,
15.39,251380,4550015,3345.61,14.21,18.2,22.5,,,,
15.34,251380,4550020,3345.61,14.34,18.2,22.5,,,,
15.25,251380,4550025,3345.61,10.13,18.2,22.5,,,,
15.19,251380,4550030,3345.61,10.13,18.2,22.5,,,,
15.10,251380,4550035,3345.61,14.98,18.2,22.5,,,,
15.03,251380,4550040,3345.61,10.13,18.2,22.5,,,,
14.95,251380,4550045,3345.61,15.71,18.2,22.5,,,,
14.87,251380,4550050,3345.61,12.86,18.2,22.5,,,,
14.81,251380,4550055,3345.61,14.50,18.2,22.5,,,,
14.74,251380,4550060,3345.61,15.41,18.2,22.5,,,,
14.74,251380,4550065,3345.81,10.96,18.2,22.4,,,,
14.74,251380,4550070,3346.42,5.31,18.2,22.4,,,,
14.78,251380,4550075,3346.42,11.09,18.3,22.2,,,,
14.84,251380,4550080,3346.42,14.70,18.3,22.2,,,,
14.90,251380,4550085,3346.42,14.86,18.3,22.2,,,,
14.96,251380,4550090,3346.42,10.13,18.3,22.2,,,,
15.01,251380,4550095,3346.42,10.13,18.3,22.2,,,,
15.04,251380,4550100,3346.42,11.78,18.3,22.2,,,,
15.08,251380,4550105,3346.42,11.74,18.3,22.2,,,,
15.11,251380,4550110,3346.42,10.77,18.3,22.2,,,,
15.13,251380,4550115,3346.42,12.52,18.3,22.2,,,,
15.16,251380,4550120,3346.42,10.13,18.3,22.2,,,,
15.18,251380,4550125,3346.42,10.13,18.3,22.2,,,,
15.21,251380,4550130,3346.42,13.92,18.3,22.2,,,,
15.23,251380,4550135,3346.42,11.02,18.3,22.2,,,,
15.25,251380,4550140,3346.42,11.13,18.3,22.2,,,,
15.25,251380,4550145,3346.42,10.13,18.3,22.2,,,,
15.24,251380,4550150,3346.42,15.48,18.3,25.6,,,,
15.18,251380,4550155,3346.42,10.13,18.3,34.6,,,,
15.10,251380,4550160,3346.42,10.71,24.8,34.6,,,,
14.92,251380,4550165,3346.42,12.54,24.8,48.1,,,,
14.74,251380,4550170,3346.99,6.64,25.7,48.1,,,,
14.50,251380,4550175,3347.28,6.20,33.6,51.0,,,,
14.24,251380,4550180,3347.28,11.69,33.6,62.1,,,,
14.00,251380,4550185,3347.28,10.53,33.6,62.1,,,,
13.73,251380,4550190,3347.28,12.59,33.6,58.8,,,,
13.51,251380,4550195,3347.70,6.61,33.6,48.1,,,,
13.27,251380,4550200,3348.29,5.16,33.6,48.1,,,,
13.08,251380,4550205,3348.29,10.13,24.8,48.1,,,,
12.89,251380,4550210,3348.29,10.68,24.8,47.2,,,,
12.73,251380,4550215,3348.29,10.13,24.8,38.8,,,,
12.60,251380,4550220,3348.29,10.74,23.6,35.2,,,,
12.46,251380,4550225,3348.29,10.13,17.9,35.2,,,,
12.38,251380,4550230,3348.29,10.29,17.9,35.2,,,,
12.29,251380,4550235,3348.29,10.13,17.9,35.2,,,,
12.25,251380,4550240,3348.29,10.18,17.9,35.2,,,,
12.19,251380,4550245,3348.29,11.05,17.9,35.2,,,,
12.18,251380,4550250,3348.29,10.93,17.9,35.2,,,,
12.16,251380,4550255,3348.29,8.34,17.9,35.2,,,,
12.17,251380,4550260,3348.29,5.50,17.9,35.2,,,,
12.21,251380,4550265,3347.28,13.21,17.9,35.2,,,,
12.24,251380,4550270,3347.28,11.93,17.9,35.2,,,,
12.33,251380,4550275,3347.28,11.36,17.9,35.2,,,,
12.41,251380,4550280,3347.92,5.68,17.9,35.2,,,,
12.49,251380,4550285,3347.65,6.38,17.9,35.2,,,,
12.61,251380,4550290,3347.28,13.91,17.9,35.2,,,,
12.63,251380,4550295,3347.28,13.89,17.9,35.2,,,,
12.70,251380,4550300,3347.28,10.13,17.9,35.2,,,,
12.67,251380,4550305,3347.28,14.19,17.9,35.2,,,,
12.65,251380,4550310,3347.28,10.13,18.6,35.2,,,,
12.58,251380,4550315,3347.28,12.66,25.4,43.9,,,,
12.48,251380,4550320,3347.28,10.46,25.4,48.8,,,,
12.38,251380,4550325,3347.28,17.45,25.4,48.8,,,,
12.29,251380,4550330,3347.28,17.01,25.4,48.8,,,,
12.21,251380,4550335,3347.28,10.13,25.4,48.8,,,,
12.21,251380,4550340,3347.28,10.13,28.9,48.8,,,,
12.19,251380,4550345,3347.28,10.13,32.9,48.8,,,,
12.22,251380,4550350,3347.28,11.87,32.9,48.8,,,,
12.24,251380,4550355,3347.28,11.19,32.9,48.8,,,,
12.27,251380,4550360,3347.28,10.13,32.9,48.8,,,,
12.29,251380,4550365,3347.28,13.60,32.9,48.8,,,,
12.32,251380,4550370,3347.99,8.37,32.9,36.8,,,,
12.35,251380,4550375,3348.29,8.68,32.9,35.2,,,,
12.37,251380,4550380,3348.29,13.70,26.9,35.2,,,,
12.39,251380,4550385,3348.29,13.83,25.4,35.2,,,,
12.41,251380,4550390,3348.29,13.97,25.4,35.2,,,,
12.44,251380,4550395,3348.29,13.79,25.4,35.2,,,,
12.46,251380,4550400,3349.14,6.49,25.4,35.2,,,,
12.49,251380,4550405,3349.14,10.75,17.8,35.2,,,,
12.50,251380,4550410,3349.14,13.51,17.8,33.9,,,,
12.53,251380,4550415,3349.65,9.23,17.8,23.5,,,,
12.55,251380,4550420,3349.91,8.46,17.8,23.5,,,,
12.58,251380,4550425,3349.91,12.96,15.7,23.5,,,,
12.60,251380,4550430,3350.18,7.29,12.7,20.6,,,,
12.62,251380,4550435,3350.77,5.45,12.7,14.2,,,,
12.64,251380,4550440,3350.77,11.54,12.7,14.2,,,,
12.66,251380,4550445,3350.77,13.72,12.7,14.2,,,,
12.69,251380,4550450,3350.77,10.13,12.7,14.2,,,,
12.69,251380,4550455,3350.77,13.65,12.7,14.2,,,,
12.71,251380,4550460,3350.77,10.13,12.7,14.2,,,,
12.73,251380,4550465,3350.77,10.13,12.7,14.2,,,,
12.75,251380,4550470,3350.77,10.13,12.7,14.2,,,,
12.76,251380,4550475,3350.77,10.69,12.7,14.2,,,,
12.77,251380,4550480,3350.77,10.13,12.7,14.2,,,,
12.77,251380,4550485,3350.77,11.79,12.7,14.2,,,,
12.78,251380,4550490,3350.77,10.13,12.7,14.2,,,,
12.78,251380,4550495,3350.77,10.13,12.7,14.2,,,,
12.77,251380,4550500,3350.77,10.13,12.7,14.2,,,,
12.77,251380,4550505,3350.77,11.24,12.7,14.2,,,,
12.76,251380,4550510,3350.77,12.09,12.7,14.2,,,,
12.76,251380,4550515,3350.77,12.13,12.7,14.2,,,,
12.75,251380,4550520,3350.77,14.17,12.7,14.2,,,,
12.74,251380,4550525,3350.77,14.25,12.7,14.2,,,,
12.72,251380,4550530,3350.77,10.55,12.7,14.2,,,,
12.71,251380,4550535,3350.77,12.08,12.7,14.2,,,,
12.69,251380,4550540,3350.77,10.24,12.7,14.2,,,,
12.67,251380,4550545,3350.34,11.31,12.7,14.2,,,,
12.65,251380,4550550,3350.33,11.32,12.7,14.2,,,,
12.63,251380,4550555,3350.33,11.71,12.7,14.2,,,,
12.61,251380,4550560,3350.33,11.89,12.7,14.2,,,,
12.59,251380,4550565,3350.33,14.10,12.7,14.2,,,,
12.57,251380,4550570,3350.33,14.12,12.7,14.2,,,,
12.55,251380,4550575,3350.65,15.28,12.7,14.2,,,,
12.54,251380,4550580,3350.77,6.65,12.7,14.2,,,,
12.53,251380,4550585,3350.77,5.33,12.7,14.2,,,,
12.53,251380,4550590,3350.77,4.98,12.7,14.2,,,,
12.52,251380,4550595,3349.91,11.49,12.7,14.2,,,,
12.53,251380,4550600,3349.91,12.45,12.7,14.2,,,,
12.54,251380,4550605,3349.91,12.20,12.7,14.2,,,,
12.57,251380,4550610,3349.91,10.13,13.5,15.3,,,,
12.59,251380,4550615,3349.91,8.68,17.9,21.8,,,,
12.62,251380,4550620,3349.72,7.75,22.8,25.2,,,,
12.66,251380,4550625,3349.14,12.81,25.5,35.4,,,,
12.69,251380,4550630,3349.14,5.03,34.6,40.1,,,,
15.05,251385,4549865,3345.61,10.13,23.8,22.5,,,,
15.14,251385,4549870,3345.61,11.63,23.8,22.5,,,,
15.22,251385,4549875,3345.61,12.84,23.8,22.5,,,,
15.33,251385,4549880,3345.61,13.18,19.6,22.5,,,,
15.42,251385,4549885,3345.66,8.90,18.2,22.5,,,,
15.54,251385,4549890,3346.13,6.45,18.2,22.5,,,,
15.63,251385,4549895,3346.22,6.14,18.2,22.5,,,,
15.71,251385,4549900,3346.22,10.13,18.2,22.5,,,,
15.78,251385,4549905,3346.22,10.99,18.2,17.1,,,,
15.83,251385,4549910,3346.22,11.15,18.2,17.1,,,,
15.82,251385,4549915,3346.22,10.45,18.2,17.1,,,,
15.83,251385,4549920,3346.22,11.54,18.2,17.1,,,,
15.82,251385,4549925,3346.22,10.13,18.2,17.1,,,,
15.82,251385,4549930,3346.22,7.50,18.2,17.1,,,,
15.81,251385,4549935,3345.73,8.61,18.2,17.1,,,,
15.81,251385,4549940,3345.61,14.27,18.2,17.1,,,,
15.80,251385,4549945,3345.61,14.83,18.2,17.1,,,,
15.80,251385,4549950,3345.61,14.21,18.2,17.1,,,,
15.79,251385,4549955,3345.61,14.28,18.2,17.1,,,,
15.79,251385,4549960,3345.61,10.77,18.2,17.1,,,,
15.78,251385,4549965,3345.61,10.23,18.2,17.1,,,,
15.76,251385,4549970,3345.61,14.06,18.2,17.1,,,,
15.76,251385,4549975,3345.61,10.13,18.2,22.5,,,,
15.72,251385,4549980,3345.61,10.13,18.2,22.5,,,,
15.71,251385,4549985,3345.61,16.28,22.1,22.5,,,,
15.66,251385,4549990,3345.61,15.63,23.1,22.5,,,,
15.64,251385,4549995,3345.61,10.13,21.0,22.5,,,,
15.59,251385,4550000,3345.61,15.23,18.2,22.5,,,,
15.56,251385,4550005,3345.61,14.47,18.2,22.5,,,,
15.51,251385,4550010,3345.61,14.70,18.2,22.5,,,,
15.45,251385,4550015,3345.61,14.42,18.2,22.5,,,,
15.41,251385,4550020,3345.61,13.89,18.2,22.5,,,,
15.34,251385,4550025,3345.61,13.29,18.2,22.5,,,,
15.30,251385,4550030,3345.61,13.91,18.2,22.5,,,,
15.22,251385,4550035,3345.61,13.91,18.2,22.5,,,,
15.19,251385,4550040,3345.61,15.31,18.2,22.5,,,,
15.11,251385,4550045,3345.61,10.13,18.2,22.5,,,,
15.08,251385,4550050,3345.61,15.19,18.2,22.5,,,,
15.01,251385,4550055,3345.61,10.13,18.2,22.5,,,,
14.99,251385,4550060,3345.61,15.07,18.2,22.5,,,,
14.99,251385,4550065,3345.61,15.53,18.2,22.5,,,,
15.01,251385,4550070,3345.89,11.38,18.2,22.5,,,,
15.06,251385,4550075,3346.42,5.39,18.2,22.5,,,,
15.12,251385,4550080,3346.42,9.40,18.2,22.4,,,,
15.19,251385,4550085,3346.42,10.24,18.3,22.3,,,,
15.24,251385,4550090,3346.42,12.06,18.3,22.2,,,,
15.29,251385,4550095,3346.42,12.31,18.3,22.2,,,,
15.33,251385,4550100,3346.42,11.64,18.3,22.2,,,,
15.35,251385,4550105,3346.42,10.78,18.3,22.2,,,,
15.38,251385,4550110,3346.42,12.69,18.3,22.2,,,,
15.40,251385,4550115,3346.42,10.24,18.3,22.2,,,,
15.42,251385,4550120,3346.42,10.40,18.3,22.2,,,,
15.45,251385,4550125,3346.42,13.96,18.3,22.2,,,,
15.48,251385,4550130,3346.42,10.79,18.3,22.2,,,,
15.51,251385,4550135,3346.42,11.38,18.3,22.2,,,,
15.55,251385,4550140,3346.42,10.13,18.3,22.2,,,,
15.56,251385,4550145,3346.42,15.50,18.3,22.2,,,,
15.62,251385,4550150,3346.42,10.39,18.3,22.2,,,,
15.56,251385,4550155,3346.42,11.07,18.3,33.3,,,,
15.64,251385,4550160,3346.42,11.20,18.3,34.6,,,,
15.46,251385,4550165,3346.56,8.19,24.8,34.6,,,,
15.18,251385,4550170,3347.24,6.73,24.8,44.9,,,,
14.91,251385,4550175,3347.28,6.60,27.1,48.1,,,,
14.59,251385,4550180,3347.28,10.13,33.6,50.7,,,,
14.27,251385,4550185,3347.28,11.88,33.6,62.1,,,,
14.00,251385,4550190,3347.28,12.01,33.6,62.1,,,,
13.65,251385,4550195,3347.28,11.38,33.6,50.0,,,,
13.42,251385,4550200,3348.29,5.43,33.6,48.1,,,,
13.21,251385,4550205,3348.29,10.13,28.6,48.1,,,,
13.02,251385,4550210,3348.29,10.52,24.8,48.1,,,,
12.82,251385,4550215,3348.29,11.31,24.8,39.5,,,,
12.68,251385,4550220,3348.29,10.86,23.3,35.2,,,,
12.53,251385,4550225,3348.29,10.38,19.2,35.2,,,,
12.43,251385,4550230,3348.29,10.34,17.9,35.2,,,,
12.33,251385,4550235,3348.29,10.97,17.9,35.2,,,,
12.27,251385,4550240,3348.29,11.21,17.9,35.2,,,,
12.22,251385,4550245,3348.29,10.26,17.9,35.2,,,,
12.20,251385,4550250,3348.29,10.88,17.9,35.2,,,,
12.18,251385,4550255,3348.29,6.25,17.9,35.2,,,,
12.20,251385,4550260,3347.65,8.74,17.9,35.2,,,,
12.24,251385,4550265,3347.28,13.75,17.9,35.2,,,,
12.31,251385,4550270,3347.28,10.13,17.9,35.2,,,,
12.41,251385,4550275,3347.28,12.36,17.9,35.2,,,,
12.52,251385,4550280,3347.28,10.90,17.9,35.2,,,,
12.64,251385,4550285,3347.28,13.35,17.9,35.2,,,,
12.77,251385,4550290,3347.28,13.94,17.9,35.2,,,,
12.84,251385,4550295,3347.28,10.13,17.9,35.2,,,,
12.91,251385,4550300,3347.28,13.88,17.9,35.2,,,,
12.90,251385,4550305,3347.28,13.16,17.9,35.2,,,,
12.87,251385,4550310,3347.28,13.43,18.9,35.2,,,,
12.80,251385,4550315,3347.28,10.13,25.4,44.6,,,,
12.69,251385,4550320,3347.28,12.31,25.4,48.8,,,,
12.59,251385,4550325,3347.28,10.13,25.4,48.8,,,,
12.48,251385,4550330,3347.28,17.73,25.4,48.8,,,,
12.41,251385,4550335,3347.28,16.32,25.4,48.8,,,,
12.38,251385,4550340,3347.28,10.62,28.7,48.8,,,,
12.37,251385,4550345,3347.28,11.33,32.9,48.8,,,,
12.38,251385,4550350,3347.28,11.52,32.9,48.8,,,,
12.39,251385,4550355,3347.28,11.53,32.9,48.8,,,,
12.42,251385,4550360,3347.28,13.02,32.9,48.8,,,,
12.44,251385,4550365,3347.28,11.90,32.9,48.8,,,,
12.46,251385,4550370,3347.28,14.02,32.9,38.6,,,,
12.48,251385,4550375,3348.29,8.21,32.9,35.2,,,,
12.50,251385,4550380,3348.29,13.59,26.5,35.2,,,,
12.52,251385,4550385,3348.29,13.64,25.4,35.2,,,,
12.54,251385,4550390,3348.29,13.96,25.4,35.2,,,,
12.56,251385,4550395,3348.29,14.12,25.4,35.2,,,,
12.58,251385,4550400,3349.14,9.48,25.0,35.2,,,,
12.59,251385,4550405,3349.14,12.74,17.8,35.2,,,,
12.61,251385,4550410,3349.14,14.18,17.8,35.2,,,,
12.63,251385,4550415,3349.69,8.59,17.8,26.9,,,,
12.64,251385,4550420,3349.91,6.33,17.8,23.5,,,,
12.67,251385,4550425,3349.91,13.31,17.8,23.5,,,,
12.68,251385,4550430,3350.22,8.53,12.7,23.5,,,,
12.70,251385,4550435,3350.77,5.33,12.7,23.5,,,,
12.71,251385,4550440,3350.77,12.95,12.7,16.0,,,,
12.73,251385,4550445,3350.77,12.81,12.7,14.2,,,,
12.74,251385,4550450,3350.77,13.40,12.7,14.2,,,,
12.75,251385,4550455,3350.77,12.91,12.7,14.2,,,,
12.75,251385,4550460,3350.77,11.97,12.7,14.2,,,,
12.78,251385,4550465,3350.77,12.36,12.7,14.2,,,,
12.78,251385,4550470,3350.77,10.13,12.7,14.2,,,,
12.79,251385,4550475,3350.77,12.66,12.7,14.2,,,,
12.80,251385,4550480,3350.77,12.41,12.7,14.2,,,,
12.79,251385,4550485,3350.77,11.80,12.7,14.2,,,,
12.80,251385,4550490,3350.77,12.03,12.7,14.2,,,,
12.79,251385,4550495,3350.77,10.98,12.7,14.2,,,,
12.78,251385,4550500,3350.77,10.13,12.7,14.2,,,,
12.77,251385,4550505,3350.77,10.92,12.7,14.2,,,,
12.76,251385,4550510,3350.77,10.13,12.7,14.2,,,,
12.75,251385,4550515,3350.77,10.13,12.7,14.2,,,,
12.74,251385,4550520,3350.77,11.85,12.7,14.2,,,,
12.73,251385,4550525,3350.77,10.13,12.7,14.2,,,,
12.70,251385,4550530,3350.77,14.43,12.7,14.2,,,,
12.69,251385,4550535,3350.77,14.52,12.7,14.2,,,,
12.66,251385,4550540,3350.42,11.72,12.7,14.2,,,,
12.64,251385,4550545,3350.33,11.00,12.7,14.2,,,,
12.61,251385,4550550,3350.33,11.33,12.7,14.2,,,,
12.59,251385,4550555,3350.33,11.46,12.7,14.2,,,,
12.56,251385,4550560,3350.33,11.64,12.7,14.2,,,,
12.54,251385,4550565,3350.33,11.78,12.7,14.2,,,,
12.51,251385,4550570,3350.33,13.19,12.7,14.2,,,,
12.49,251385,4550575,3350.33,13.71,12.7,14.2,,,,
12.47,251385,4550580,3350.66,15.40,12.7,14.2,,,,
12.45,251385,4550585,3350.77,10.13,12.7,14.2,,,,
12.45,251385,4550590,3350.77,5.33,12.7,14.2,,,,
12.44,251385,4550595,3350.30,6.78,12.7,14.2,,,,
12.45,251385,4550600,3349.91,11.54,12.7,14.2,,,,
12.45,251385,4550605,3349.91,12.17,12.7,14.2,,,,
12.48,251385,4550610,3349.91,12.34,17.9,21.8,,,,
12.51,251385,4550615,3349.91,8.04,17.9,21.8,,,,
12.54,251385,4550620,3349.68,7.51,25.5,31.2,,,,
12.58,251385,4550625,3349.14,12.23,25.5,35.4,,,,
12.63,251385,4550630,3349.14,8.15,34.6,48.7,,,,
15.00,251390,4549865,3345.61,10.73,23.8,22.5,,,,
15.06,251390,4549870,3345.61,10.13,23.8,22.5,,,,
15.15,251390,4549875,3345.61,11.60,23.8,22.5,,,,
15.21,251390,4549880,3345.61,10.60,19.3,22.5,,,,
15.30,251390,4549885,3345.61,13.03,18.2,22.5,,,,
15.37,251390,4549890,3345.67,8.97,18.2,22.5,,,,
15.46,251390,4549895,3346.22,5.60,18.2,22.5,,,,
15.52,251390,4549900,3346.22,6.68,18.2,17.1,,,,
15.58,251390,4549905,3346.22,10.13,18.2,17.1,,,,
15.63,251390,4549910,3346.22,10.57,18.2,17.1,,,,
15.65,251390,4549915,3346.22,10.13,18.2,17.1,,,,
15.67,251390,4549920,3346.22,10.13,18.2,17.1,,,,
15.69,251390,4549925,3346.22,11.90,18.2,17.1,,,,
15.69,251390,4549930,3346.22,5.64,18.2,17.1,,,,
15.69,251390,4549935,3345.78,8.15,18.2,17.1,,,,
15.69,251390,4549940,3345.61,14.41,18.2,17.1,,,,
15.70,251390,4549945,3345.61,14.72,18.2,17.1,,,,
15.70,251390,4549950,3345.61,15.01,18.2,17.1,,,,
15.70,251390,4549955,3345.61,10.13,18.2,17.1,,,,
15.70,251390,4549960,3345.61,10.23,18.2,17.1,,,,
15.70,251390,4549965,3345.61,10.13,18.2,17.1,,,,
15.70,251390,4549970,3345.61,14.10,18.2,17.1,,,,
15.70,251390,4549975,3345.61,10.13,18.2,20.1,,,,
15.68,251390,4549980,3345.61,15.19,18.2,22.5,,,,
15.68,251390,4549985,3345.61,15.61,20.0,22.5,,,,
15.65,251390,4549990,3345.61,15.61,23.1,22.5,,,,
15.64,251390,4549995,3345.61,15.05,20.8,22.5,,,,
15.61,251390,4550000,3345.61,14.53,18.2,22.5,,,,
15.59,251390,4550005,3345.61,14.86,18.2,22.5,,,,
15.55,251390,4550010,3345.61,14.55,18.2,22.5,,,,
15.53,251390,4550015,3345.61,14.40,18.2,22.5,,,,
15.48,251390,4550020,3345.61,14.00,18.2,22.5,,,,
15.45,251390,4550025,3345.61,13.77,18.2,22.5,,,,
15.42,251390,4550030,3345.61,13.78,18.2,22.5,,,,
15.38,251390,4550035,3345.61,14.62,18.2,22.5,,,,
15.35,251390,4550040,3345.61,14.45,18.2,22.5,,,,
15.30,251390,4550045,3345.61,15.52,18.2,22.5,,,,
15.28,251390,4550050,3345.61,10.74,18.2,22.5,,,,
15.24,251390,4550055,3345.61,10.13,18.2,22.5,,,,
15.24,251390,4550060,3345.61,16.21,18.2,22.5,,,,
15.25,251390,4550065,3345.61,14.38,18.2,22.5,,,,
15.29,251390,4550070,3345.61,14.61,18.2,22.5,,,,
15.34,251390,4550075,3345.85,10.16,18.2,22.5,,,,
15.41,251390,4550080,3346.42,5.63,18.2,22.5,,,,
15.47,251390,4550085,3346.42,9.11,18.2,22.5,,,,
15.53,251390,4550090,3346.42,12.07,18.2,22.4,,,,
15.58,251390,4550095,3346.42,11.37,18.2,22.4,,,,
15.61,251390,4550100,3346.42,10.13,18.3,22.2,,,,
15.62,251390,4550105,3346.42,10.13,18.3,22.2,,,,
15.65,251390,4550110,3346.42,12.87,18.3,22.2,,,,
15.66,251390,4550115,3346.42,10.67,18.3,22.2,,,,
15.68,251390,4550120,3346.42,13.34,18.3,22.2,,,,
15.72,251390,4550125,3346.42,13.38,18.3,22.2,,,,
15.75,251390,4550130,3346.42,11.30,18.3,22.2,,,,
15.81,251390,4550135,3346.42,11.39,18.3,22.2,,,,
15.85,251390,4550140,3346.42,10.13,18.3,22.2,,,,
15.93,251390,4550145,3346.42,15.51,18.3,22.2,,,,
16.00,251390,4550150,3346.42,11.13,18.3,22.2,,,,
16.04,251390,4550155,3346.42,11.85,18.3,22.2,,,,
16.18,251390,4550160,3346.42,11.62,18.3,30.4,,,,
15.96,251390,4550165,3346.60,7.58,19.7,34.6,,,,
15.59,251390,4550170,3347.28,5.22,24.8,34.6,,,,
15.32,251390,4550175,3347.28,9.54,24.8,48.1,,,,
14.84,251390,4550180,3347.28,10.13,32.4,48.1,,,,
14.52,251390,4550185,3347.28,10.13,33.6,53.9,,,,
14.15,251390,4550190,3347.28,10.13,33.6,62.1,,,,
13.79,251390,4550195,3347.28,11.45,33.6,54.8,,,,
13.51,251390,4550200,3348.29,5.30,33.6,48.1,,,,
13.30,251390,4550205,3348.29,10.79,33.6,48.1,,,,
13.10,251390,4550210,3348.29,11.90,24.8,48.1,,,,
12.87,251390,4550215,3348.29,10.92,24.8,48.1,,,,
12.72,251390,4550220,3348.29,10.13,24.8,35.6,,,,
12.54,251390,4550225,3348.29,10.13,19.1,35.2,,,,
12.44,251390,4550230,3348.29,10.83,17.9,35.2,,,,
12.32,251390,4550235,3348.29,10.47,17.9,35.2,,,,
12.26,251390,4550240,3348.29,11.17,17.9,35.2,,,,
12.20,251390,4550245,3348.29,11.96,17.9,35.2,,,,
12.17,251390,4550250,3348.29,11.92,17.9,35.2,,,,
12.16,251390,4550255,3348.29,5.63,17.9,35.2,,,,
12.19,251390,4550260,3347.60,8.34,17.9,35.2,,,,
12.23,251390,4550265,3347.28,13.52,17.9,35.2,,,,
12.32,251390,4550270,3347.28,13.51,17.9,35.2,,,,
12.43,251390,4550275,3347.28,10.13,17.9,35.2,,,,
12.61,251390,4550280,3347.28,10.13,17.9,35.2,,,,
12.73,251390,4550285,3347.28,10.13,17.9,35.2,,,,
12.96,251390,4550290,3347.28,14.02,17.9,35.2,,,,
13.03,251390,4550295,3347.28,13.76,17.9,35.2,,,,
13.23,251390,4550300,3347.28,13.23,17.9,35.2,,,,
13.25,251390,4550305,3347.28,13.57,17.9,35.2,,,,
13.23,251390,4550310,3347.28,12.97,17.9,35.2,,,,
13.15,251390,4550315,3347.28,13.11,23.5,35.2,,,,
13.03,251390,4550320,3347.28,10.13,25.4,48.8,,,,
12.88,251390,4550325,3347.28,10.13,25.4,48.8,,,,
12.77,251390,4550330,3347.28,17.19,25.4,48.8,,,,
12.67,251390,4550335,3347.28,17.19,25.4,48.8,,,,
