SWC ,X,Y,Z,WI,ER_top,ER_bot,,,,
11.82,251260,4550545,3350.77,13.35,12.7,14.2,,,,
11.94,251260,4550550,3350.77,13.61,12.7,14.2,,,,
12.06,251260,4550555,3350.77,14.07,12.7,14.2,,,,
12.16,251260,4550560,3350.77,14.72,12.7,14.2,,,,
12.27,251260,4550565,3350.77,15.20,12.7,14.2,,,,
12.36,251260,4550570,3350.77,15.34,12.7,14.2,,,,
12.45,251260,4550575,3350.77,15.97,12.7,14.2,,,,
12.53,251260,4550580,3350.77,15.98,12.7,14.2,,,,
12.61,251260,4550585,3350.77,10.23,12.7,14.2,,,,
12.68,251260,4550590,3350.77,16.51,12.7,14.2,,,,
14.62,251265,4549920,3346.42,10.13,23.2,22.2,,,,
14.68,251265,4549925,3346.42,11.15,23.2,22.2,,,,
14.71,251265,4549930,3346.42,10.71,23.2,22.2,,,,
14.77,251265,4549935,3346.42,10.13,23.2,22.2,,,,
14.79,251265,4549940,3346.42,12.45,23.2,22.2,,,,
14.83,251265,4549945,3346.42,10.13,23.2,22.2,,,,
14.84,251265,4549950,3346.42,11.35,23.2,22.2,,,,
14.85,251265,4549955,3346.42,12.85,19.5,22.2,,,,
14.86,251265,4549960,3346.42,10.13,18.3,22.2,,,,
14.83,251265,4549965,3346.42,10.75,22.5,22.2,,,,
14.82,251265,4549970,3346.42,11.02,19.0,22.2,,,,
14.75,251265,4549975,3346.42,10.45,18.3,22.2,,,,
14.70,251265,4549980,3346.42,11.93,18.3,19.2,,,,
14.60,251265,4549985,3346.42,10.85,18.3,22.2,,,,
14.49,251265,4549990,3346.42,10.22,18.3,22.2,,,,
14.36,251265,4549995,3346.42,12.15,18.3,22.2,,,,
14.22,251265,4550000,3346.42,11.21,18.3,18.6,,,,
14.07,251265,4550005,3346.42,11.55,18.3,17.1,,,,
13.92,251265,4550010,3346.42,10.79,18.3,17.1,,,,
13.77,251265,4550015,3347.28,4.98,18.3,17.1,,,,
13.61,251265,4550020,3347.28,10.13,18.3,17.1,,,,
13.47,251265,4550025,3347.28,12.02,14.8,17.1,,,,
13.33,251265,4550030,3347.28,10.13,13.9,17.1,,,,
13.23,251265,4550035,3347.28,8.04,13.9,17.1,,,,
13.17,251265,4550040,3347.28,5.71,13.9,17.7,,,,
13.12,251265,4550045,3346.70,7.49,16.8,22.2,,,,
13.19,251265,4550050,3346.42,12.52,18.3,22.2,,,,
13.22,251265,4550055,3346.42,10.13,18.3,22.2,,,,
13.39,251265,4550060,3346.42,14.76,18.3,22.2,,,,
13.54,251265,4550065,3346.42,13.83,18.3,22.2,,,,
13.72,251265,4550070,3346.42,14.76,18.3,20.0,,,,
13.94,251265,4550075,3346.42,14.71,18.3,17.2,,,,
14.10,251265,4550080,3346.42,16.48,14.2,17.1,,,,
14.30,251265,4550085,3346.42,12.11,14.2,17.1,,,,
14.46,251265,4550090,3346.42,10.32,14.2,17.1,,,,
14.63,251265,4550095,3346.42,12.25,14.2,17.1,,,,
14.75,251265,4550100,3346.42,14.33,14.2,17.1,,,,
14.87,251265,4550105,3346.42,14.36,14.2,17.1,,,,
14.96,251265,4550110,3346.42,12.18,17.6,17.1,,,,
15.00,251265,4550115,3346.42,12.53,18.3,22.2,,,,
15.03,251265,4550120,3346.42,11.59,18.3,22.2,,,,
14.98,251265,4550125,3346.42,11.63,18.3,22.2,,,,
14.93,251265,4550130,3346.42,12.34,20.7,22.7,,,,
14.82,251265,4550135,3346.42,10.13,24.8,34.6,,,,
14.70,251265,4550140,3346.42,14.83,24.8,34.6,,,,
14.55,251265,4550145,3347.01,9.49,24.8,43.9,,,,
14.39,251265,4550150,3347.28,11.08,33.2,48.1,,,,
14.22,251265,4550155,3347.28,10.13,33.6,59.2,,,,
14.05,251265,4550160,3347.28,12.18,33.6,62.1,,,,
13.88,251265,4550165,3348.18,5.94,33.6,62.1,,,,
13.72,251265,4550170,3348.29,7.01,33.6,62.1,,,,
13.55,251265,4550175,3348.29,10.22,24.8,48.1,,,,
13.41,251265,4550180,3348.29,11.95,24.8,48.1,,,,
13.27,251265,4550185,3348.29,12.28,24.8,48.1,,,,
13.14,251265,4550190,3348.84,7.12,20.3,48.1,,,,
13.03,251265,4550195,3349.14,8.16,17.9,35.2,,,,
12.92,251265,4550200,3349.14,12.07,17.9,35.2,,,,
12.83,251265,4550205,3349.14,11.12,17.9,35.2,,,,
12.75,251265,4550210,3349.14,10.13,14.7,35.2,,,,
12.68,251265,4550215,3349.14,10.13,14.1,35.2,,,,
12.61,251265,4550220,3349.14,10.13,14.1,35.2,,,,
12.56,251265,4550225,3349.14,10.13,14.1,35.2,,,,
12.51,251265,4550230,3349.14,12.25,14.1,34.7,,,,
12.47,251265,4550235,3349.14,11.58,14.1,26.9,,,,
12.44,251265,4550240,3349.14,11.20,14.1,26.9,,,,
12.41,251265,4550245,3349.14,11.64,14.1,26.9,,,,
12.39,251265,4550250,3349.35,7.10,14.1,26.9,,,,
12.37,251265,4550255,3349.14,11.37,14.1,26.9,,,,
12.35,251265,4550260,3349.14,11.54,14.1,26.9,,,,
12.34,251265,4550265,3349.14,8.36,14.1,35.2,,,,
12.32,251265,4550270,3348.74,8.19,14.1,35.2,,,,
12.31,251265,4550275,3348.29,13.18,14.1,35.2,,,,
12.29,251265,4550280,3348.29,10.69,14.1,35.2,,,,
12.28,251265,4550285,3348.29,14.06,17.3,35.2,,,,
12.26,251265,4550290,3348.29,11.47,17.9,35.2,,,,
12.24,251265,4550295,3348.29,10.23,17.9,26.9,,,,
12.22,251265,4550300,3348.29,13.52,17.9,26.9,,,,
12.19,251265,4550305,3348.29,14.10,17.9,26.9,,,,
12.16,251265,4550310,3348.29,15.45,17.9,26.9,,,,
12.13,251265,4550315,3348.29,15.48,17.9,26.9,,,,
12.10,251265,4550320,3348.29,15.47,17.9,26.9,,,,
12.05,251265,4550325,3348.29,10.18,17.9,26.9,,,,
12.01,251265,4550330,3348.29,14.93,17.9,26.9,,,,
11.95,251265,4550335,3348.29,14.40,22.6,26.9,,,,
11.90,251265,4550340,3348.29,14.69,25.4,26.9,,,,
11.83,251265,4550345,3348.29,14.68,25.4,33.0,,,,
11.77,251265,4550350,3348.29,14.63,25.4,35.2,,,,
11.69,251265,4550355,3348.29,14.66,25.4,35.2,,,,
11.61,251265,4550360,3348.29,14.46,25.4,35.2,,,,
11.53,251265,4550365,3348.29,14.56,25.4,35.2,,,,
11.43,251265,4550370,3348.29,14.77,25.4,35.2,,,,
11.35,251265,4550375,3348.29,14.57,25.4,35.2,,,,
11.24,251265,4550380,3348.79,6.44,25.4,35.2,,,,
11.15,251265,4550385,3349.14,5.88,25.4,35.2,,,,
11.04,251265,4550390,3349.14,10.13,25.4,35.2,,,,
10.94,251265,4550395,3349.14,10.13,25.4,35.2,,,,
10.85,251265,4550400,3349.14,12.31,25.4,35.2,,,,
10.75,251265,4550405,3349.91,5.09,22.8,29.3,,,,
10.67,251265,4550410,3349.91,12.55,17.8,23.5,,,,
10.59,251265,4550415,3349.91,11.86,17.8,23.5,,,,
10.52,251265,4550420,3350.77,5.08,17.8,23.5,,,,
10.46,251265,4550425,3350.77,9.13,17.8,23.5,,,,
10.41,251265,4550430,3350.77,10.42,12.7,14.2,,,,
10.37,251265,4550435,3350.77,11.11,12.7,14.2,,,,
10.34,251265,4550440,3351.47,5.88,12.7,14.2,,,,
10.31,251265,4550445,3351.48,5.52,12.7,14.2,,,,
10.30,251265,4550450,3351.48,7.16,12.7,14.2,,,,
10.30,251265,4550455,3351.48,6.29,12.7,14.2,,,,
10.32,251265,4550460,3351.38,7.81,12.7,14.2,,,,
10.39,251265,4550465,3350.80,10.34,12.7,14.2,,,,
10.50,251265,4550470,3350.77,11.64,12.7,14.2,,,,
10.55,251265,4550475,3350.77,12.34,12.7,14.2,,,,
10.67,251265,4550480,3350.77,10.13,12.7,14.2,,,,
10.72,251265,4550485,3350.77,10.13,12.7,14.2,,,,
10.79,251265,4550490,3350.77,13.48,12.7,14.2,,,,
10.83,251265,4550495,3350.77,10.13,12.7,14.2,,,,
10.86,251265,4550500,3350.77,13.12,12.7,14.2,,,,
10.92,251265,4550505,3350.77,12.98,12.7,14.2,,,,
10.94,251265,4550510,3350.77,13.20,12.7,14.2,,,,
11.00,251265,4550515,3350.77,13.63,12.7,14.2,,,,
11.11,251265,4550520,3350.77,13.40,12.7,14.2,,,,
11.25,251265,4550525,3350.77,13.72,12.7,14.2,,,,
11.37,251265,4550530,3350.77,10.13,12.7,14.2,,,,
11.53,251265,4550535,3350.77,10.13,12.7,14.2,,,,
11.66,251265,4550540,3350.77,12.51,12.7,14.2,,,,
11.80,251265,4550545,3350.77,10.13,12.7,14.2,,,,
11.92,251265,4550550,3350.77,13.33,12.7,14.2,,,,
12.04,251265,4550555,3350.77,13.37,12.7,14.2,,,,
12.14,251265,4550560,3350.77,13.66,12.7,14.2,,,,
12.25,251265,4550565,3350.77,14.16,12.7,14.2,,,,
12.34,251265,4550570,3350.77,10.13,12.7,14.2,,,,
12.43,251265,4550575,3350.77,10.13,12.7,14.2,,,,
12.52,251265,4550580,3350.77,10.34,12.7,14.2,,,,
12.60,251265,4550585,3350.77,16.51,12.7,14.2,,,,
12.67,251265,4550590,3350.77,10.34,12.7,14.2,,,,
14.65,251270,4549915,3346.42,10.13,23.2,22.2,,,,
14.71,251270,4549920,3346.42,12.49,23.2,22.2,,,,
14.77,251270,4549925,3346.42,11.52,23.2,22.2,,,,
14.81,251270,4549930,3346.42,11.04,23.2,22.2,,,,
14.87,251270,4549935,3346.42,10.79,23.2,22.2,,,,
14.91,251270,4549940,3346.42,11.45,23.2,22.2,,,,
14.96,251270,4549945,3346.42,11.60,23.2,22.2,,,,
14.97,251270,4549950,3346.42,10.78,22.0,22.2,,,,
15.01,251270,4549955,3346.42,11.21,18.3,22.2,,,,
15.01,251270,4549960,3346.42,12.53,18.3,22.2,,,,
15.01,251270,4549965,3346.42,12.06,18.3,22.2,,,,
14.99,251270,4549970,3346.42,10.13,23.2,22.2,,,,
14.94,251270,4549975,3346.42,10.77,18.3,22.2,,,,
14.88,251270,4549980,3346.42,10.24,18.3,22.2,,,,
14.77,251270,4549985,3346.42,11.54,18.3,22.2,,,,
14.66,251270,4549990,3346.42,10.59,18.3,22.2,,,,
14.53,251270,4549995,3346.42,10.13,18.3,22.2,,,,
14.38,251270,4550000,3346.42,11.18,18.3,19.2,,,,
14.23,251270,4550005,3346.42,10.43,18.3,17.1,,,,
14.07,251270,4550010,3346.42,11.10,18.3,17.1,,,,
13.92,251270,4550015,3347.28,4.98,14.0,17.1,,,,
13.77,251270,4550020,3347.28,11.52,13.9,17.1,,,,
13.63,251270,4550025,3347.28,10.20,13.9,17.1,,,,
13.50,251270,4550030,3347.28,10.23,13.9,17.1,,,,
13.40,251270,4550035,3347.28,10.27,13.9,17.1,,,,
13.33,251270,4550040,3347.28,5.73,13.9,22.2,,,,
13.28,251270,4550045,3347.28,5.06,17.1,22.2,,,,
13.34,251270,4550050,3346.42,11.86,18.3,22.2,,,,
13.31,251270,4550055,3346.42,11.08,18.3,22.2,,,,
13.49,251270,4550060,3346.42,14.44,18.3,22.2,,,,
13.54,251270,4550065,3346.42,14.95,18.3,22.2,,,,
13.73,251270,4550070,3346.42,10.13,18.3,22.2,,,,
13.85,251270,4550075,3346.42,16.72,18.2,17.1,,,,
14.02,251270,4550080,3346.42,11.72,14.2,17.1,,,,
14.17,251270,4550085,3346.42,10.39,14.2,17.1,,,,
14.29,251270,4550090,3346.42,11.86,14.2,17.1,,,,
14.44,251270,4550095,3346.42,10.13,14.2,17.1,,,,
14.52,251270,4550100,3346.42,14.42,14.2,17.1,,,,
14.63,251270,4550105,3346.42,14.41,15.6,17.1,,,,
14.67,251270,4550110,3346.42,12.27,18.3,17.1,,,,
14.70,251270,4550115,3346.42,12.58,18.3,22.2,,,,
14.70,251270,4550120,3346.42,11.71,18.3,22.2,,,,
14.65,251270,4550125,3346.42,11.77,21.2,22.2,,,,
14.60,251270,4550130,3346.42,11.79,24.8,23.3,,,,
14.49,251270,4550135,3346.42,14.24,24.8,34.6,,,,
14.37,251270,4550140,3346.42,14.69,24.8,34.6,,,,
14.24,251270,4550145,3347.06,8.98,24.8,34.6,,,,
14.08,251270,4550150,3347.28,7.71,27.4,48.1,,,,
13.94,251270,4550155,3347.28,12.52,33.6,48.1,,,,
13.77,251270,4550160,3347.28,11.36,33.6,62.1,,,,
13.63,251270,4550165,3348.24,6.03,33.6,62.1,,,,
13.47,251270,4550170,3348.29,8.03,33.6,62.1,,,,
13.34,251270,4550175,3348.29,10.27,24.8,48.1,,,,
13.20,251270,4550180,3348.29,10.13,24.8,48.1,,,,
13.08,251270,4550185,3348.29,12.79,24.8,48.1,,,,
12.96,251270,4550190,3348.89,7.90,19.9,48.1,,,,
12.86,251270,4550195,3349.14,6.30,17.9,44.8,,,,
12.77,251270,4550200,3349.14,10.13,17.9,35.2,,,,
12.68,251270,4550205,3349.14,10.61,17.9,35.2,,,,
12.62,251270,4550210,3349.14,10.13,15.4,35.2,,,,
12.55,251270,4550215,3349.14,10.87,14.1,35.2,,,,
12.50,251270,4550220,3349.14,11.36,14.1,35.2,,,,
12.45,251270,4550225,3349.14,10.54,14.1,35.2,,,,
12.42,251270,4550230,3349.14,10.80,14.1,34.3,,,,
12.39,251270,4550235,3349.14,11.32,14.1,26.9,,,,
12.36,251270,4550240,3349.17,9.63,14.1,26.9,,,,
12.34,251270,4550245,3349.56,6.99,14.1,26.9,,,,
12.32,251270,4550250,3349.68,5.79,14.1,26.9,,,,
12.31,251270,4550255,3349.48,7.55,14.1,26.9,,,,
12.29,251270,4550260,3349.14,11.83,14.1,26.9,,,,
12.28,251270,4550265,3349.14,6.81,14.1,34.9,,,,
12.26,251270,4550270,3349.14,7.31,14.1,35.2,,,,
12.25,251270,4550275,3349.08,6.24,14.1,35.2,,,,
12.23,251270,4550280,3348.29,13.47,14.1,35.2,,,,
12.22,251270,4550285,3348.29,14.19,14.1,35.2,,,,
12.20,251270,4550290,3348.29,13.50,16.3,29.2,,,,
12.18,251270,4550295,3348.29,11.07,17.9,26.9,,,,
12.15,251270,4550300,3348.29,12.60,17.9,26.9,,,,
12.12,251270,4550305,3348.29,13.86,17.9,26.9,,,,
12.09,251270,4550310,3348.29,10.21,17.9,26.9,,,,
12.05,251270,4550315,3348.29,16.38,17.9,26.9,,,,
12.01,251270,4550320,3348.29,10.13,17.9,26.9,,,,
11.96,251270,4550325,3348.29,15.11,17.9,26.9,,,,
11.91,251270,4550330,3348.29,14.31,17.9,26.9,,,,
11.85,251270,4550335,3348.29,14.71,23.0,26.9,,,,
11.79,251270,4550340,3348.29,14.61,25.4,26.9,,,,
11.71,251270,4550345,3348.29,14.68,25.4,33.4,,,,
11.64,251270,4550350,3348.29,14.67,25.4,35.2,,,,
11.55,251270,4550355,3348.29,14.61,25.4,35.2,,,,
11.47,251270,4550360,3348.29,14.73,25.4,35.2,,,,
11.37,251270,4550365,3348.29,14.92,25.4,35.2,,,,
11.27,251270,4550370,3348.29,10.13,25.4,35.2,,,,
11.16,251270,4550375,3348.29,15.07,25.4,35.2,,,,
11.05,251270,4550380,3348.84,6.54,25.4,35.2,,,,
10.95,251270,4550385,3349.14,6.83,25.4,35.2,,,,
10.83,251270,4550390,3349.14,10.80,25.4,35.2,,,,
10.73,251270,4550395,3349.14,10.47,25.4,35.2,,,,
10.62,251270,4550400,3349.14,11.44,25.4,35.2,,,,
10.53,251270,4550405,3349.91,6.43,22.4,30.5,,,,
10.44,251270,4550410,3349.91,11.70,17.8,23.5,,,,
10.36,251270,4550415,3349.91,12.71,17.8,23.5,,,,
10.30,251270,4550420,3350.77,4.98,17.8,23.5,,,,
10.24,251270,4550425,3350.77,8.09,14.7,23.5,,,,
10.19,251270,4550430,3350.77,12.65,12.7,22.1,,,,
10.15,251270,4550435,3350.77,12.38,12.7,14.2,,,,
10.12,251270,4550440,3350.77,12.08,12.7,14.2,,,,
10.09,251270,4550445,3351.34,6.33,12.7,14.2,,,,
10.08,251270,4550450,3351.48,5.52,12.7,14.2,,,,
10.08,251270,4550455,3351.48,5.52,12.7,14.2,,,,
10.10,251270,4550460,3351.15,7.11,12.7,14.2,,,,
10.25,251270,4550465,3350.77,12.55,12.7,14.2,,,,
10.36,251270,4550470,3350.77,12.46,12.7,14.2,,,,
10.48,251270,4550475,3350.77,10.13,12.7,14.2,,,,
10.59,251270,4550480,3350.77,10.13,12.7,14.2,,,,
10.66,251270,4550485,3350.77,13.26,12.7,14.2,,,,
10.74,251270,4550490,3350.77,10.13,12.7,14.2,,,,
10.78,251270,4550495,3350.77,12.89,12.7,14.2,,,,
10.80,251270,4550500,3350.77,12.81,12.7,14.2,,,,
10.85,251270,4550505,3350.77,13.31,12.7,14.2,,,,
10.81,251270,4550510,3350.77,13.30,12.7,14.2,,,,
10.88,251270,4550515,3350.77,13.86,12.7,14.2,,,,
11.03,251270,4550520,3350.77,13.39,12.7,14.2,,,,
11.17,251270,4550525,3350.77,13.55,12.7,14.2,,,,
11.34,251270,4550530,3350.77,10.13,12.7,14.2,,,,
11.50,251270,4550535,3350.77,13.05,12.7,14.2,,,,
11.64,251270,4550540,3350.77,13.28,12.7,14.2,,,,
11.79,251270,4550545,3350.77,13.54,12.7,14.2,,,,
11.91,251270,4550550,3350.77,12.94,12.7,14.2,,,,
12.04,251270,4550555,3350.77,12.83,12.7,14.2,,,,
12.15,251270,4550560,3350.77,13.63,12.7,14.2,,,,
12.25,251270,4550565,3350.77,13.29,12.7,14.2,,,,
12.35,251270,4550570,3350.77,14.33,12.7,14.2,,,,
12.44,251270,4550575,3350.77,10.13,12.7,14.2,,,,
12.52,251270,4550580,3350.77,15.59,12.7,14.2,,,,
12.60,251270,4550585,3350.77,11.08,12.7,14.2,,,,
12.67,251270,4550590,3350.77,10.13,12.7,14.2,,,,
12.74,251270,4550595,3350.77,10.13,12.7,14.2,,,,
14.73,251275,4549915,3346.42,11.71,23.2,22.2,,,,
14.79,251275,4549920,3346.42,11.92,23.2,22.2,,,,
14.86,251275,4549925,3346.42,11.05,23.2,22.2,,,,
14.92,251275,4549930,3346.42,10.75,23.2,22.2,,,,
14.98,251275,4549935,3346.42,10.46,23.2,22.2,,,,
15.03,251275,4549940,3346.42,10.55,23.2,22.2,,,,
15.08,251275,4549945,3346.42,11.37,19.5,22.2,,,,
15.13,251275,4549950,3346.42,10.36,18.3,22.2,,,,
15.16,251275,4549955,3346.42,10.53,18.3,22.2,,,,
15.18,251275,4549960,3346.42,10.86,18.3,22.2,,,,
15.19,251275,4549965,3346.42,10.51,18.3,22.2,,,,
15.17,251275,4549970,3346.42,11.65,20.8,22.2,,,,
15.12,251275,4549975,3346.42,10.82,23.2,22.2,,,,
15.06,251275,4549980,3346.42,10.48,20.2,22.2,,,,
14.94,251275,4549985,3346.42,10.13,18.3,22.2,,,,
14.83,251275,4549990,3346.42,10.74,18.3,22.2,,,,
14.68,251275,4549995,3346.42,10.39,18.3,22.2,,,,
14.53,251275,4550000,3346.42,10.89,18.3,22.2,,,,
14.38,251275,4550005,3346.42,12.38,18.3,17.1,,,,
14.22,251275,4550010,3346.42,11.55,14.3,17.1,,,,
14.07,251275,4550015,3347.28,4.98,13.9,17.1,,,,
13.92,251275,4550020,3347.28,10.21,13.9,17.1,,,,
13.79,251275,4550025,3347.28,10.25,13.9,17.1,,,,
13.66,251275,4550030,3347.28,10.21,13.9,17.1,,,,
13.57,251275,4550035,3347.28,11.43,13.9,20.5,,,,
13.49,251275,4550040,3347.28,10.13,13.9,22.2,,,,
13.44,251275,4550045,3347.28,5.44,17.3,22.2,,,,
13.43,251275,4550050,3347.00,6.45,18.3,22.2,,,,
13.41,251275,4550055,3346.53,8.04,18.3,22.2,,,,
13.51,251275,4550060,3346.42,10.90,18.3,22.2,,,,
13.54,251275,4550065,3346.42,15.06,18.3,22.2,,,,
13.68,251275,4550070,3346.42,16.81,18.3,22.2,,,,
13.77,251275,4550075,3346.42,11.52,18.0,21.8,,,,
13.91,251275,4550080,3346.42,10.44,14.2,17.1,,,,
14.00,251275,4550085,3346.42,11.27,14.2,17.1,,,,
14.13,251275,4550090,3346.42,11.30,14.2,17.1,,,,
14.20,251275,4550095,3346.42,13.44,14.2,17.1,,,,
14.28,251275,4550100,3346.42,14.25,14.2,17.1,,,,
14.34,251275,4550105,3346.42,14.32,18.3,17.1,,,,
14.37,251275,4550110,3346.42,12.31,18.3,20.4,,,,
14.39,251275,4550115,3346.42,12.63,18.3,22.2,,,,
14.38,251275,4550120,3346.42,11.72,18.6,22.2,,,,
14.32,251275,4550125,3346.42,11.53,24.8,22.2,,,,
14.27,251275,4550130,3346.42,13.67,24.8,24.0,,,,
14.16,251275,4550135,3346.42,15.01,24.8,34.6,,,,
14.06,251275,4550140,3346.63,8.69,24.8,34.6,,,,
13.92,251275,4550145,3347.28,5.47,24.8,34.6,,,,
13.80,251275,4550150,3347.28,8.25,27.9,48.1,,,,
13.66,251275,4550155,3347.28,12.27,33.6,48.1,,,,
13.51,251275,4550160,3347.28,11.08,33.6,62.1,,,,
13.38,251275,4550165,3348.29,4.82,33.6,62.1,,,,
13.23,251275,4550170,3348.29,8.37,33.6,54.4,,,,
13.11,251275,4550175,3348.29,10.45,24.8,48.1,,,,
12.98,251275,4550180,3348.29,13.26,24.8,48.1,,,,
12.87,251275,4550185,3348.29,12.65,24.8,48.1,,,,
12.76,251275,4550190,3348.93,7.78,23.6,48.1,,,,
12.67,251275,4550195,3349.14,9.64,17.9,44.1,,,,
12.59,251275,4550200,3349.14,13.31,17.9,35.2,,,,
12.52,251275,4550205,3349.14,13.20,17.9,35.2,,,,
12.46,251275,4550210,3349.14,10.13,17.9,35.2,,,,
12.40,251275,4550215,3349.14,12.40,14.1,35.2,,,,
12.36,251275,4550220,3349.14,11.27,14.1,35.2,,,,
12.32,251275,4550225,3349.14,11.44,14.1,35.2,,,,
12.30,251275,4550230,3349.25,8.03,14.1,33.6,,,,
12.27,251275,4550235,3349.68,5.44,14.1,26.9,,,,
12.26,251275,4550240,3349.68,5.50,14.1,26.9,,,,
12.24,251275,4550245,3349.68,5.85,14.1,26.9,,,,
12.24,251275,4550250,3349.68,8.58,14.1,26.9,,,,
12.22,251275,4550255,3349.68,6.17,14.1,26.9,,,,
12.21,251275,4550260,3349.43,7.48,14.1,26.9,,,,
12.20,251275,4550265,3349.14,11.94,14.1,27.1,,,,
12.19,251275,4550270,3349.14,8.46,14.1,35.2,,,,
12.18,251275,4550275,3349.14,6.63,14.1,35.2,,,,
12.17,251275,4550280,3349.14,5.37,14.1,35.1,,,,
12.16,251275,4550285,3348.51,7.79,14.1,31.1,,,,
12.14,251275,4550290,3348.29,14.48,14.1,26.9,,,,
12.12,251275,4550295,3348.29,12.98,17.9,26.9,,,,
12.09,251275,4550300,3348.29,12.56,17.9,26.9,,,,
12.06,251275,4550305,3348.29,14.06,17.9,26.9,,,,
12.03,251275,4550310,3348.29,10.13,17.9,26.9,,,,
11.99,251275,4550315,3348.29,10.21,17.9,26.9,,,,
11.94,251275,4550320,3348.29,16.48,17.9,26.9,,,,
11.89,251275,4550325,3348.29,14.54,17.9,26.9,,,,
11.83,251275,4550330,3348.29,15.01,19.3,26.9,,,,
11.77,251275,4550335,3348.29,10.13,23.4,26.9,,,,
11.70,251275,4550340,3348.29,14.96,25.4,26.9,,,,
11.62,251275,4550345,3348.29,14.95,25.4,33.9,,,,
11.54,251275,4550350,3348.29,15.25,25.4,35.2,,,,
11.45,251275,4550355,3348.29,10.13,25.4,35.2,,,,
11.34,251275,4550360,3348.29,10.13,25.4,35.2,,,,
11.24,251275,4550365,3348.29,15.21,25.4,35.2,,,,
11.12,251275,4550370,3348.29,15.01,25.4,35.2,,,,
11.01,251275,4550375,3348.29,14.48,25.4,35.2,,,,
10.89,251275,4550380,3348.88,6.50,25.4,35.2,,,,
10.75,251275,4550385,3349.14,6.95,25.4,35.2,,,,
10.63,251275,4550390,3349.14,10.13,25.4,35.2,,,,
10.52,251275,4550395,3349.14,12.67,25.4,35.2,,,,
10.41,251275,4550400,3349.14,13.03,25.4,35.2,,,,
10.30,251275,4550405,3349.91,6.17,17.8,29.9,,,,
10.21,251275,4550410,3349.91,10.03,17.8,23.5,,,,
10.13,251275,4550415,3349.91,12.78,17.8,23.5,,,,
10.07,251275,4550420,3350.00,10.48,17.3,23.5,,,,
10.01,251275,4550425,3350.77,7.75,12.7,23.5,,,,
9.97,251275,4550430,3350.77,12.72,12.7,21.6,,,,
9.94,251275,4550435,3350.77,12.50,12.7,14.2,,,,
9.90,251275,4550440,3350.77,12.15,12.7,14.2,,,,
9.86,251275,4550445,3350.77,11.96,12.7,14.2,,,,
9.85,251275,4550450,3351.48,5.17,12.7,14.2,,,,
9.85,251275,4550455,3351.48,5.17,12.7,14.2,,,,
9.96,251275,4550460,3350.77,11.80,12.7,14.2,,,,
10.12,251275,4550465,3350.77,11.54,12.7,14.2,,,,
10.26,251275,4550470,3350.77,12.62,12.7,14.2,,,,
10.40,251275,4550475,3350.77,13.79,12.7,14.2,,,,
10.52,251275,4550480,3350.77,13.84,12.7,14.2,,,,
10.61,251275,4550485,3350.77,10.13,12.7,14.2,,,,
10.69,251275,4550490,3350.77,10.13,12.7,14.2,,,,
10.72,251275,4550495,3350.77,12.92,12.7,14.2,,,,
10.74,251275,4550500,3350.77,13.67,12.7,14.2,,,,
10.72,251275,4550505,3350.77,13.00,12.7,14.2,,,,
10.68,251275,4550510,3350.77,13.71,12.7,14.2,,,,
10.79,251275,4550515,3350.77,10.13,12.7,14.2,,,,
10.95,251275,4550520,3350.77,13.23,12.7,14.2,,,,
11.11,251275,4550525,3350.77,13.21,12.7,14.2,,,,
11.31,251275,4550530,3350.77,14.05,12.7,14.2,,,,
11.48,251275,4550535,3350.77,13.34,12.7,14.2,,,,
11.64,251275,4550540,3350.77,10.13,12.7,14.2,,,,
11.78,251275,4550545,3350.77,10.13,12.7,14.2,,,,
11.91,251275,4550550,3350.77,10.13,12.7,14.2,,,,
12.04,251275,4550555,3350.77,13.59,12.7,14.2,,,,
12.15,251275,4550560,3350.77,10.13,12.7,14.2,,,,
12.26,251275,4550565,3350.77,13.42,12.7,14.2,,,,
12.35,251275,4550570,3350.77,10.13,12.7,14.2,,,,
12.44,251275,4550575,3350.77,15.58,12.7,14.2,,,,
12.52,251275,4550580,3350.77,10.31,12.7,14.2,,,,
12.60,251275,4550585,3350.77,10.26,12.7,14.2,,,,
12.67,251275,4550590,3350.77,10.41,12.7,14.2,,,,
12.73,251275,4550595,3350.77,10.88,12.7,14.2,,,,
14.72,251280,4549910,3346.42,10.88,23.2,22.2,,,,
14.81,251280,4549915,3346.42,10.67,23.2,22.2,,,,
14.87,251280,4549920,3346.42,10.24,23.2,22.2,,,,
14.96,251280,4549925,3346.42,11.45,23.2,22.2,,,,
15.02,251280,4549930,3346.42,10.88,23.2,22.2,,,,
15.10,251280,4549935,3346.42,10.68,23.2,22.2,,,,
15.15,251280,4549940,3346.42,10.57,18.3,22.2,,,,
15.22,251280,4549945,3346.42,10.24,18.3,22.2,,,,
15.27,251280,4549950,3346.42,10.57,18.3,22.2,,,,
15.31,251280,4549955,3346.42,10.18,18.3,22.2,,,,
15.35,251280,4549960,3346.42,10.40,18.3,22.2,,,,
15.36,251280,4549965,3346.42,10.13,18.3,22.2,,,,
15.37,251280,4549970,3346.42,10.27,18.3,22.2,,,,
15.32,251280,4549975,3346.42,10.13,20.1,22.2,,,,
15.27,251280,4549980,3346.42,10.85,22.1,22.2,,,,
15.15,251280,4549985,3346.42,10.13,18.3,22.2,,,,
15.01,251280,4549990,3346.42,10.78,18.3,22.2,,,,
